,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Alert Criteria
206,December,2014-12-11,06:40:00,Unknown,Unknown,Northern California,WECC,Severe Weather- High Winds,Unknown,Unknown,
207,December,2014-12-11,07:21:00,2014-12-11,21:53:00,"San Francisco, California",WECC,Distribution Interruption - Unknown Cause,225,75000,
208,December,2014-12-11,23:15:00,Unknown,Unknown,Northern California,WECC,Severe Weather- High Winds,Unknown,Unknown,
209,December,2014-12-11,16:05:00,2014-12-11,21:00:00,"Portland, Oregon",WECC,Severe Weather- High Winds,250,85470,
210,December,2014-12-11,17:00:00,2014-12-12,10:00:00,"Kitsap, Thurston, Whatcom counties Washington",WECC,Severe Weather- High Winds,116,264000,
211,December,2014-12-17,11:00:00,2014-12-17,12:15:00,Washington,WECC,Suspected Physical Attack,Unknown,Unknown,
212,December,2014-12-30,15:50:00,2014-12-31,11:00:00,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",NPCC,Suspected Cyber Attack,Unknown,Unknown,
213,December,2014-12-30,13:08:00,2015-01-01,16:50:00,Northern California,WECC,Severe Weather- High Winds,127,84500,
214,January,2015-01-07,17:00:00,2015-01-08,08:35:00,Tennessee,SERC,Severe Weather - Winter,Unknown,Unknown,Public appeal to reduce the use of electricity
215,January,2015-01-07,17:00:00,2015-01-08,08:35:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Severe Weather - Winter,Unknown,Unknown,Public appeal to reduce the use of electricity
216,January,2015-01-22,04:24:00,2015-01-22,05:55:00,"Portland, Oregon",WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
217,January,2015-01-26,14:39:00,2015-01-26,14:40:00,"Cave Junction, Oregon",WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
218,January,2015-01-27,10:30:00,2015-01-27,10:31:00,"Kountze, Texas",SERC,Sabotage,0,0,Suspected Physical Attack
219,February,2015-02-01,11:24:00,2015-02-01,11:44:00,"Weber County, Utah",WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
220,February,2015-02-02,09:40:00,2015-02-02,09:41:00,"Conroe, Texas",TRE,Sabotage,Unknown,Unknown,Suspected Physical Attack
221,February,2015-02-04,11:55:00,2015-02-04,11:56:00,"Vollmers, California",WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
222,February,2015-02-05,08:15:00,2015-02-05,08:17:00,"Cameron, Arizona",WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
223,February,2015-02-05,11:20:00,2015-02-05,11:21:00,"Dunismuir, California",WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
224,February,2015-02-06,20:58:00,Unknown,Unknown,Northern California,WECC,Severe Weather - Wind,Unknown,65000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
225,February,2015-02-09,11:30:00,2015-02-09,13:15:00,"Colorado Springs, Colorado",WECC,Sabotage,Unknown,Unknown,Suspected Physical Attack
226,February,2015-02-16,21:41:00,2015-02-18,07:00:00,"Northern/North Eastern, Georgia",SERC,Severe Weather - Winter,620,186035,"Loss of electric service to more than 50,000 customers for 1 hour or more"
227,February,2015-02-16,21:00:00,2015-02-18,14:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Severe Weather - Winter,Unknown,67189,"Loss of electric service to more than 50,000 customers for 1 hour or more"
228,February,2015-02-17,09:00:00,2015-02-18,23:00:00,"North Carolina, South Carolina",SERC,Severe Weather - Winter,Unknown,52000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
229,February,2015-02-17,02:12:00,2015-02-18,16:00:00,"North Carolina, South Carolina",SERC,Severe Weather - Winter,Unknown,68000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
230,February,2015-02-17,06:20:00,2015-02-17,07:30:00,"Prescott Valley, Arizona",WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
231,February,2015-02-18,15:00:00,2015-02-20,09:00:00,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",SERC,Severe Weather - Winter,Unknown,Unknown,Public appeal to reduce the use of electricity
232,February,2015-02-19,14:30:00,2015-02-19,15:20:00,"Winslow, Arizona",WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
233,February,2015-02-20,06:00:00,2015-02-20,10:00:00,"North Carolina, South Carolina",SERC,Severe Weather - Winter,Unknown,Unknown,System-wide voltage reductions of 3 percent or more
234,February,2015-02-21,08:34:00,2015-02-21,12:45:00,"Fentress County, Tennessee",SERC,Severe Weather - Winter,Unknown,50000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
235,February,2015-02-26,03:12:00,2015-02-26,20:00:00,"North Carolina, South Carolina",SERC,Severe Weather - Winter,Unknown,124000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
236,February,2015-02-26,03:30:00,2015-02-27,12:00:00,North Carolina ,SERC,Severe Weather - Winter,400,103776,"Loss of electric service to more than 50,000 customers for 1 hour or more"
237,March,2015-03-04,09:05:00,2015-03-04,14:15:00,"Johnson City , Tennessee",SERC,Vandalism,Unknown,Unknown,Suspected Physical Attack
238,March,2015-03-09,23:50:00,2015-03-10,10:53:00,Washington,WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
239,March,2015-03-15,15:30:00,2015-03-15,19:00:00,"Greater Portland & Salem , Oregon",WECC,Severe Weather - Wind,210,71000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
240,March,2015-03-16,07:31:00,2015-03-16,10:06:00,"Winona , Minnesota",MRO,Sabotage,20,5941,Suspected Physical Attack
241,March,2015-03-19,18:30:00,2015-03-19,21:37:00,Southwest Kansas,SPP,Vandalism,Unknown,Unknown,Suspected Physical Attack
242,March,2015-03-22,16:25:00,2015-03-22,16:26:00,West Virginia,RFC,Vandalism,24,0,Suspected Physical Attack
243,March,2015-03-26,15:21:00,2015-03-26,16:59:00,"Contra Costa County, California",WECC,System Operations,15,Unknown,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
244,March,2015-03-29,04:26:00,2015-03-29,09:21:00,California,WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
245,April,2015-04-01,18:25:00,2015-04-01,18:26:00,"San Juan County, Utah",WECC,Vandalism,Unknown,37,Suspected Physical Attack
246,April,2015-04-02,07:04:00,2015-04-02,08:57:00,"San Juan County, Utah",WECC,Vandalism,6,5763,Suspected Physical Attack
247,April,2015-04-03,02:00:00,2015-04-03,07:48:00,"Harvey, Reno, and Sedgwick Counties, Kansas",SPP,Severe Weather - Thunderstorms,Unknown,70000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
248,April,2015-04-06,08:12:00,2015-04-06,12:08:00,"Butte County, California",WECC,System Operations,Unknown,80000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
249,April,2015-04-07,12:30:00,2015-04-07,17:34:00,Unknown ,RFC,System Operations,Unknown,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
250,April,2015-04-07,15:34:00,2015-04-07,15:46:00,California,WECC,System Operations,0,0,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
251,April,2015-04-17,21:30:00,2015-04-19,23:50:00,"Houston, Texas",TRE,Severe Weather,Unknown,280982,"Loss of electric service to more than 50,000 customers for 1 hour or more"
252,April,2015-04-17,09:16:00,2015-04-17,11:00:00,Canada ,WECC,System Operations,9300,Unknown,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
253,April,2015-04-18,21:00:00,2015-04-21,04:00:00,"Dallas, Fort Worth, Texas",TRE,Severe Weather,Unknown,89000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
254,April,2015-04-24,19:10:00,2015-04-26,16:00:00,"Dallas, Fort Worth, Texas",TRE,Severe Weather,Unknown,57000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
255,April,2015-04-27,10:30:00,2015-04-28,18:45:00,Louisiana and Texas,SERC,Severe Weather,Unknown,199000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
256,May,2015-05-02,22:51:00,2015-05-03,00:26:00,"Franklin County, Tennessee",SERC,Vandalism,1,215,Suspected Physical Attack
257,May,2015-05-04,15:25:00,2015-05-04,15:26:00,"Salt Lake County, Utah",WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
258,May,2015-05-11,08:32:00,2015-05-11,08:33:00,"Shasta County, California",WECC,Sabotage,0,0,Suspected Physical Attack
259,May,2015-05-12,00:40:00,2015-05-12,00:45:00,"Coahoma County, Mississippi",SERC,Sabotage,0,0,Suspected Physical Attack
260,May,2015-05-18,15:28:00,2015-05-18,15:47:00,Washington,WECC,Severe Weather,275,0,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
261,May,2015-05-25,18:00:00,2015-05-29,07:15:00,North Texas,TRE,Severe Weather,Unknown,454000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
262,May,2015-05-25,22:45:00,2015-05-28,01:25:00,"Fort Bend County, & Harris County ,Texas",TRE,Severe Weather,Unknown,61000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
263,May,2015-05-25,20:30:00,2015-05-26,18:30:00,Texas,SPP,Severe Weather,Unknown,57531,"Loss of electric service to more than 50,000 customers for 1 hour or more"
264,May,2015-05-25,20:30:00,Unknown,Unknown,"Texas, Louisiana, Arkansas",SPP,Severe Weather,Unknown,57351,"Loss of electric service to more than 50,000 customers for 1 hour or more"
265,May,2015-05-26,05:30:00,2015-05-27,19:00:00,"Texas, Louisiana, Arkansas, Mississippi",SERC,Severe Weather,Unknown,78515,"Loss of electric service to more than 50,000 customers for 1 hour or more"
266,June,2015-06-01,00:27:00,2015-06-01,02:15:00,"Daviess County, Kentucky",SERC,Vandalism,2,110,Suspected Physical Attack
267,June,2015-06-01,19:19:00,2015-06-02,08:36:00,California,WECC,System Operations,5,484,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
268,June,2015-06-02,18:58:00,2015-06-02,19:24:00,California,WECC,System Operations,5,727,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
269,June,2015-06-03,15:00:00,2015-06-05,17:00:00,Texas,TRE,System Operations,Unknown,Unknown,Public appeal to reduce the use of electricity
270,June,2015-06-07,13:54:00,2015-06-07,14:13:00,"Shelby County, Tennessee",SERC,System Operations,926,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident System-wide voltage reductions of 3 percent or more
271,June,2015-06-07,13:52:00,2015-06-07,14:13:00,Tennessee,SERC,System Operations,Unknown,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
272,June,2015-06-08,00:00:00,Unknown,Unknown,"Merced County, California",WECC,System Operations,176,Unknown,Fuel supply emergencies that could impact electric power system adequacy or reliability
273,June,2015-06-20,13:52:00,2015-06-20,15:30:00,"Solano County, California",WECC,Vandalism,Unknown,0,Suspected Physical Attack
274,June,2015-06-23,18:00:00,2015-06-30,18:00:00,"Gloucester County, Burlington County, Atlantic County, Cape May County, New Jersey",RFC,Severe Weather,Unknown,263000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
275,June,2015-06-23,17:06:00,2015-06-26,16:00:00,"New Castle County, Delaware",RFC,Severe Weather,Unknown,65000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
276,June,2015-06-23,17:30:00,2015-06-23,19:00:00,"Delaware County, PA; Chester County, PA",RFC,Severe Weather,Unknown,200000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
277,June,2015-06-23,18:30:00,2015-06-24,05:00:00,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",NPCC,Severe Weather,Unknown,62442,"Loss of electric service to more than 50,000 customers for 1 hour or more"
278,June,2015-06-23,18:18:00,2015-06-23,20:30:00,New Jersey,RFC,System Operations,198,156338,"Load shedding of 100 Megawatts or more implemented under emergency operational policy Loss of electric service to more than 50,000 customers for 1 hour or more"
279,June,2015-06-23,18:26:00,Unknown,Unknown,New Jersey,NPCC,Severe Weather,90,73000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
280,June,2015-06-26,02:00:00,Unknown,Unknown,Kansas,SPP,Severe Weather,Unknown,110000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
281,June,2015-06-27,17:00:00,2015-06-30,17:18:00,"Wayne County, Michigan",RFC,Severe Weather,Unknown,68000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
282,June,2015-06-29,19:21:00,2015-06-29,19:42:00,Washington,WECC,Severe Weather,0,0,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
283,June,2015-06-30,14:00:00,2015-06-30,21:00:00,California,WECC,Severe Weather,Unknown,Unknown,Public appeal to reduce the use of electricity
284,June,2015-06-30,10:50:00,2015-07-01,21:00:00,California,WECC,Severe Weather,Unknown,Unknown,Public appeal to reduce the use of electricity
285,July,2015-07-03,08:30:00,2015-07-03,14:30:00,"Butte County, California",WECC,Suspicious Activity ,0,0,Suspected Physical Attack
286,July,2015-07-03,17:17:00,2015-07-03,23:30:00,Texas,TRE,System Operations,350,30000,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
287,July,2015-07-13,14:14:00,2015-07-16,06:00:00,"Ohio, Kentucky",RFC,Severe Weather,480,68339,"Loss of electric service to more than 50,000 customers for 1 hour or more"
288,July,2015-07-13,19:40:00,2015-07-15,12:15:00,Virginia,RFC,Severe Weather,Unknown,52739,"Loss of electric service to more than 50,000 customers for 1 hour or more"
289,July,2015-07-14,15:29:00,2015-07-15,11:55:00,Arkansas,SPP,Severe Weather,Unknown,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
290,July,2015-07-14,20:00:00,2015-07-15,09:23:00,Alabama,SERC,Severe Weather,366,111644,"Loss of electric service to more than 50,000 customers for 1 hour or more"
291,July,2015-07-15,02:00:00,2015-07-15,02:55:00,California,WECC,System Operations,360,0,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident
292,July,2015-07-16,16:45:00,2015-07-16,17:48:00,Texas,SPP,System Operations,117,17311,Load shedding of 100 Megawatts or more implemented under emergency operational policy
293,July,2015-07-18,02:00:00,2015-07-19,07:00:00,"Henepin and Ramsey County, Minnesota",MRO,Severe Weather,250,250000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
294,July,2015-07-18,18:26:00,2015-07-18,21:03:00,California,WECC,System Operations,30,70,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
295,July,2015-07-18,19:59:00,2015-07-18,22:45:00,California,WECC,Severe Weather,160,78164,"Loss of electric service to more than 50,000 customers for 1 hour or more"
296,July,2015-07-21,12:47:00,2015-07-21,13:12:00,Washington,WECC,System Operations,200,Unknown,Load shedding of 100 Megawatts or more implemented under emergency operational policy
297,July,2015-07-27,03:52:00,2015-07-27,04:36:00,California,WECC,System Operations,Unknown,484,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
298,July,2015-07-28,12:05:00,2015-07-28,12:26:00,Puerto Rico,,System Operations,150,Unknown,System-wide voltage reductions of 3 percent or more
299,July,2015-07-29,16:45:00,2015-07-29,21:00:00,New York,NPCC,System Operations,500,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
300,July,2015-07-30,09:50:00,2015-07-30,19:00:00,Texas,TRE,System Operations,Unknown,Unknown,Public appeal to reduce the use of electricity
301,July,2015-07-30,13:00:00,Unknown,Unknown,Tennessee,SERC,Vandalism,0,0,Suspected Physical Attack
302,July,2015-07-31,10:55:00,Unknown,Unknown,Washington,WECC,System Operations,9,0,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational
303,August,2015-08-02,17:45:00,2015-08-04,03:00:00,Michigan: Emmet County; Grand Traverse County; Leelanau County; Kalkaska County; Benzie County; Manistee County; Wexford County; Missaukee County; Mecosta County; ,RFC,Severe Weather,Unknown,162000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
304,August,2015-08-03,00:30:00,2015-08-03,02:00:00,Illinois,RFC,Severe Weather,Unknown,115000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
305,August,2015-08-03,01:00:00,2015-08-05,00:00:00,Michigan,RFC,Severe Weather,Unknown,72520,"Loss of electric service to more than 50,000 customers for 1 hour or more"
306,August,2015-08-03,08:27:00,2015-08-04,01:18:00,Arizona: New Mexico,WECC,Sabotage,0,Unknown,Suspected Physical Attack
307,August,2015-08-04,07:17:00,2015-08-05,12:52:00,Massachusetts: Rhode Island:,NPCC,Severe Weather,Unknown,132000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
308,August,2015-08-11,19:30:00,2015-08-13,04:05:00,Texas: Houston;,TRE,Severe Weather,Unknown,100000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
309,August,2015-08-13,15:15:00,2015-08-13,19:00:00,Texas: Williamson County;,TRE,Other,Unknown,Unknown,Public appeal to reduce the use of electricity
310,August,2015-08-27,21:51:00,2015-08-28,18:00:00,Puerto Rico,WECC,System Operations,360,Unknown,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident / Loss of electric service to more than 50,000 customers for 1 hour or more"
311,August,2015-08-29,10:00:00,Unknown,Unknown,Washington,WECC,Severe Weather,Unknown,500000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
312,August,2015-08-29,11:00:00,2015-09-04,15:00:00,"King County, Skagit County, Whatcom County, Kitsap County, Pierce County, Thurston County, Island County, Washington",WECC,Severe Weather,250,250000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
313,August,2015-08-29,13:00:00,2015-08-31,07:00:00,Washington: King County;,WECC,Severe Weather,1200,64000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
314,September,2015-09-03,02:33:00,2015-09-03,06:25:00,Michigan,RFC,Severe Weather,Unknown,50114,"Loss of electric service to more than 50,000 customers for 1 hour or more"
315,September,2015-09-13,17:56:00,2015-09-13,20:37:00,New York: Dutchess County;,NPCC,Vandalism,0,0,Suspected Physical Attack
316,September,2015-09-20,13:12:00,2015-09-20,13:44:00,California,WECC,System Operations,150,Unknown,Load shedding of 100 Megawatts or more implemented under emergency operational policy
317,September,2015-09-29,15:40:00,2015-09-29,15:41:00,Oregon,WECC,Vandalism,Unknown,Unknown,Suspected Physical Attack
318,October,2015-10-13,06:30:00,2015-10-13,08:30:00,Utah: Emery County;,WECC,Vandalism,0,0,Suspected Physical Attack
319,October,2015-10-13,10:25:00,2015-10-13,18:00:00,Texas,TRE,Other,Unknown,Unknown,Public appeal to reduce the use of electricity
320,October,2015-10-13,16:32:00,2015-10-13,20:39:00,California,WECC,Other,41788,Unknown,Public appeal to reduce the use of electricity
321,October,2015-10-16,12:25:00,2015-10-16,12:56:00,Utah ,WECC,Vandalism,0,0,Suspected Physical Attack
322,October,2015-10-18,07:00:00,2015-10-18,23:29:00,California: Central Coast area;,WECC,Severe Weather,88,55677,"Loss of electric service to more than 50,000 customers for 1 hour or more"
323,October,2015-10-23,09:42:00,2015-10-23,13:26:00,Puerto Rico,,System Operations,500,300000,"Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational / Load shedding of 100 Megawatts or more implemented under emergency operational policy / System-wide voltage reductions of 3 percent of more / Loss of electric service to more than 50,000 customers for 1 hour or more"
