|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Customers.Residential|,|Photovoltaic.Customers.Commercial|,|Photovoltaic.Customers.Industrial|,|Photovoltaic.Customers.Transportation|,|Photovoltaic.Customers.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Customers.Residential|,|Photovoltaic.Storage Customers.Commercial|,|Photovoltaic.Storage Customers.Industrial|,|Photovoltaic.Storage Customers.Transportation|,|Photovoltaic.Storage Customers.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Customers.Residential|,|Wind.Customers.Commercial|,|Wind.Customers.Industrial|,|Wind.Customers.Transportation|,|Wind.Customers.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Customers.Residential|,|Other.Customers.Commercial|,|Other.Customers.Industrial|,|Other.Customers.Transportation|,|Other.Customers.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Customers.Residential|,|All Technologies.Customers.Commercial|,|All Technologies.Customers.Industrial|,|All Technologies.Customers.Transportation|,|All Technologies.Customers.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2018,AZ,13318,"Navopache Electric Coop, Inc",PNM,AC,1.831,0.442,.,.,2.273,247,30,.,.,277,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"1,680.345",300.555,.,.,"1,980.900",0.006,.,.,.,0.006,5,.,.,.,5,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.837,0.442,0.000,0.000,2.279,252,30,0,0,282,"1,680.345",300.555,0.000,0.000,"1,980.900"
2018,AZ,14373,Page Utility Enterprises,WALC,AC,0.023,0.034,.,.,0.057,6,2,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.023,0.034,0.000,0.000,0.057,6,2,0,0,8,0.000,0.000,0.000,0.000,0.000
2018,AZ,15049,Electrical Dist No4 Pinal County,WALC,AC,0.378,0.030,.,.,0.408,64,1,.,.,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,388.513,124.150,.,.,512.663,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.378,0.030,0.000,0.000,0.408,64,1,0,0,65,388.513,124.150,0.000,0.000,512.663
2018,AZ,16572,Salt River Project,SRP,AC,122.523,60.340,6.630,.,189.493,"19,001",552,3,.,"19,556",.,.,.,.,0.000,.,.,.,.,0,5.619,6.141,.,.,11.760,"2,078",85,.,.,"2,163","19,320.000","21,980.000",0.000,.,"41,300.000",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,128.142,66.481,6.630,0.000,201.253,"21,079",637,3,0,"21,719","19,320.000","21,980.000",0.000,0.000,"41,300.000"
2018,AZ,18280,Sulphur Springs Valley E C Inc,WALC,AC,7.970,3.740,.,.,11.710,"1,137",304,.,.,"1,441",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.100,.,.,.,0.100,37,.,.,.,37,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.070,3.740,0.000,0.000,11.810,"1,174",304,0,0,"1,478",0.000,0.000,0.000,0.000,0.000
2018,AZ,19189,Trico Electric Cooperative Inc,WALC,DC,14.350,8.800,.,.,23.150,"2,045",41,.,.,"2,086",.,.,.,.,0.000,.,.,.,.,0,0.044,0.183,.,.,0.227,48,1,.,.,49,"12,974.897","6,043.084",.,.,"19,017.981",0.002,.,.,.,0.002,1,.,.,.,1,1.971,.,.,.,1.971,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,14.396,8.983,0.000,0.000,23.379,"2,094",42,0,0,"2,136","12,976.868","6,043.084",0.000,0.000,"19,019.952"
2018,AZ,19728,"UNS Electric, Inc",TEPC,DC,30.640,10.770,.,.,41.410,"3,265",168,.,.,"3,433",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"26,569.975","6,457.674",.,.,"33,027.649",0.375,0.013,.,.,0.388,117,3,.,.,120,159.736,0.707,.,.,160.443,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,31.015,10.783,0.000,0.000,41.798,"3,382",171,0,0,"3,553","26,729.711","6,458.381",0.000,0.000,"33,188.092"
2018,AZ,21538,"Mohave Electric Cooperative, I",WALC,AC,5.962,1.884,.,.,7.846,672,76,.,.,748,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,365.068,39.892,.,.,404.960,0.055,.,.,.,0.055,25,.,.,.,25,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,6.017,1.884,0.000,0.000,7.901,697,76,0,0,773,365.068,39.892,0.000,0.000,404.960
2018,AZ,24211,Tucson Electric Power Co,TEPC,DC,155.930,124.610,.,.,280.540,"21,814",637,.,.,"22,451",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"121,246.257","52,891.642",.,.,"174,137.899",.,0.015,.,.,0.015,.,1,.,.,1,.,0.000,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,155.930,124.625,0.000,0.000,280.555,"21,814",638,0,0,"22,452","121,246.257","52,891.642",0.000,0.000,"174,137.899"
2018,AZ,25060,Wellton-Mohawk Irr & Drain Dist,WALC,AC,0.062,0.160,.,.,0.222,9,6,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.062,0.160,0.000,0.000,0.222,9,6,0,0,15,0.000,0.000,0.000,0.000,0.000
2018,AZ,30518,Electrical Dist No3 Pinal County,AZPS,AC,3.176,.,.,.,3.176,515,.,.,.,515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.176,0.000,0.000,0.000,3.176,515,0,0,0,515,0.000,0.000,0.000,0.000,0.000
2018,AZ,40165,"Dixie Escalante R E A, Inc",PACE,DC,0.005,0.016,.,.,0.021,1,1,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.000,15.000,.,.,16.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.005,0.016,0.000,0.000,0.021,1,1,0,0,2,1.000,15.000,0.000,0.000,16.000
2018,AZ,99999,Adjustment 2018,AZPS,,-121.216,-47.352,.,.,-168.567,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-121.216,-47.352,.,.,-168.567,.,.,.,.,.,.,.,.,.,.
2018,AZ,99999,Adjustment 2018,PACE,,-0.001,-0.003,.,.,-0.004,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.001,-0.003,.,.,-0.004,.,.,.,.,.,.,.,.,.,.
2018,AZ,99999,Adjustment 2018,TEPC,,-32.538,-23.610,.,.,-56.148,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-32.538,-23.610,.,.,-56.148,.,.,.,.,.,.,.,.,.,.
2018,AZ,99999,Adjustment 2018,WALC,,-2.944,-1.612,.,.,-4.556,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.008,-0.032,.,.,-0.040,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-2.952,-1.644,.,.,-4.595,.,.,.,.,.,.,.,.,.,.
2018,CA,207,City of Alameda,CISO,AC,1.373,2.420,.,.,3.793,348,28,.,.,376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,148.000,170.000,.,.,318.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.373,2.420,0.000,0.000,3.793,348,28,0,0,376,148.000,170.000,0.000,0.000,318.000
2018,CA,590,City of Anaheim - (CA),CISO,DC,15.526,13.281,.,.,28.807,"2,948",150,.,.,"3,098",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.526,13.281,0.000,0.000,28.807,"2,948",150,0,0,"3,098",0.000,0.000,0.000,0.000,0.000
2018,CA,694,Anza Electric Coop Inc,WALC,DC,0.305,0.695,.,.,1.000,69,1,.,.,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.305,0.695,0.000,0.000,1.000,69,1,0,0,70,0.000,0.000,0.000,0.000,0.000
2018,CA,1050,City of Azusa,CISO,DC,1.069,0.149,0.405,.,1.623,245,4,5,.,254,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.069,0.149,0.405,0.000,1.623,245,4,5,0,254,0.000,0.000,0.000,0.000,0.000
2018,CA,1192,City of Banning - (CA),CISO,AC,1.971,0.674,.,.,2.645,373,11,.,.,384,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.971,0.674,0.000,0.000,2.645,373,11,0,0,384,0.000,0.000,0.000,0.000,0.000
2018,CA,2507,City of Burbank Water and Power,LDWP,AC,3.104,4.134,.,.,7.238,646,55,.,.,701,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.104,4.134,0.000,0.000,7.238,646,55,0,0,701,0.000,0.000,0.000,0.000,0.000
2018,CA,4003,City of Colton - (CA),CISO,AC,2.250,3.260,1.738,.,7.248,499,33,4,.,536,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.250,3.260,1.738,0.000,7.248,499,33,4,0,536,0.000,0.000,0.000,0.000,0.000
2018,CA,4390,City of Corona - (CA),CISO,AC,0.049,0.337,.,.,0.386,6,1,.,.,7,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.049,0.337,0.000,0.000,0.386,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000
2018,CA,7294,City of Glendale - (CA),LDWP,AC,8.470,8.670,.,.,17.140,"1,503",94,.,.,"1,597",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,8.470,8.670,0.000,0.000,17.140,"1,503",94,0,0,"1,597",0.000,0.000,0.000,0.000,0.000
2018,CA,8348,City of Healdsburg - (CA),CISO,AC,0.810,0.820,.,.,1.630,175,27,.,.,202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.810,0.820,0.000,0.000,1.630,175,27,0,0,202,0.000,0.000,0.000,0.000,0.000
2018,CA,9216,Imperial Irrigation District,IID,AC,29.696,35.325,.,.,65.021,"5,039",202,.,.,"5,241",.,.,.,.,0.000,.,.,.,.,0,1.175,0.162,.,.,1.337,424,43,.,.,467,"19,639.000","3,853.000",.,.,"23,492.000",0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,.,2.130,.,.,2.130,.,5,.,.,5,.,.,.,.,0.000,30.873,37.617,0.000,0.000,68.490,"5,464",250,0,0,"5,714","19,639.000","3,853.000",0.000,0.000,"23,492.000"
2018,CA,10724,Lassen Municipal Utility District,CISO,AC,0.264,0.980,0.130,.,1.374,39,18,3,.,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.264,0.980,0.130,0.000,1.374,39,18,3,0,60,0.000,0.000,0.000,0.000,0.000
2018,CA,11124,City of Lodi - (CA),CISO,AC,3.347,3.528,.,.,6.875,666,58,.,.,724,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.347,3.528,0.000,0.000,6.875,666,58,0,0,724,0.000,0.000,0.000,0.000,0.000
2018,CA,11148,City of Lompoc - (CA),CISO,AC,0.745,0.672,.,.,1.417,83,8,.,.,91,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.745,0.672,0.000,0.000,1.417,83,8,0,0,91,0.000,0.000,0.000,0.000,0.000
2018,CA,11208,Los Angeles Department of Water & Power,LDWP,AC,187.212,100.401,.,.,287.613,"36,627","1,357",.,.,"37,984",1.668,0.435,.,.,2.103,259,5,.,.,264,.,.,.,.,0.000,.,.,.,.,0,"113,276.920","26,002.781",.,.,"139,279.701",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,187.212,100.401,0.000,0.000,287.613,"36,627","1,357",0,0,"37,984","113,276.920","26,002.781",0.000,0.000,"139,279.701"
2018,CA,12312,Merced Irrigation District,CISO,AC,3.554,2.837,.,.,6.391,713,37,.,.,750,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.554,2.837,0.000,0.000,6.391,713,37,0,0,750,0.000,0.000,0.000,0.000,0.000
2018,CA,12745,Modesto Irrigation District,BANC,AC,28.451,9.597,8.071,0.000,46.119,"5,035",124,45,0,"5,204",0.000,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,28.451,9.597,8.071,0.000,46.119,"5,035",124,45,0,"5,204",0.000,0.000,0.000,0.000,0.000
2018,CA,14328,Pacific Gas & Electric Co.,CISO,AC,"2,105.930",840.340,685.511,0.000,"3,631.781","385,112","9,742","3,287",0,"398,141",22.217,10.985,22.631,0.000,55.833,"3,546",46,53,0,"3,645",12.556,12.482,0.138,0.000,25.176,"4,950","1,187",4,0,"6,141",0.000,0.000,0.000,0.000,0.000,1.011,0.628,15.335,0.000,16.974,184,37,38,0,259,0.000,0.000,0.000,0.000,0.000,0.110,10.251,136.889,0.000,147.250,16,34,225,0,275,0.000,0.000,0.000,0.000,0.000,"2,119.607",863.701,837.873,0.000,"3,821.181","390,262","11,000","3,554",0,"404,816",0.000,0.000,0.000,0.000,0.000
2018,CA,14354,PacifiCorp,PACW,DC,3.066,2.394,1.973,0.000,7.433,384,45,17,0,446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.001,0.005,0.000,0.000,0.006,1,2,0,0,3,.,.,.,.,0.000,0.011,0.000,0.000,0.000,0.011,2,0,0,0,2,.,.,.,.,0.000,3.078,2.399,1.973,0.000,7.450,387,47,17,0,451,0.000,0.000,0.000,0.000,0.000
2018,CA,14401,City of Palo Alto - (CA),CISO,AC,4.568,8.720,.,.,13.288,"1,031",84,.,.,"1,115",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92.705,"2,075.786",.,.,"2,168.491",.,0.004,.,.,0.004,.,1,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,4.568,8.724,0.000,0.000,13.292,"1,031",85,0,0,"1,116",92.705,"2,075.786",0.000,0.000,"2,168.491"
2018,CA,14534,City of Pasadena - (CA),CISO,AC,5.789,4.082,.,.,9.871,"1,320",61,.,.,"1,381",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,383.000,80.000,.,.,463.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,5.789,4.082,0.000,0.000,9.871,"1,320",61,0,0,"1,381",383.000,80.000,0.000,0.000,463.000
2018,CA,15308,Plumas-Sierra Rural Elec Coop,CISO,AC,0.644,0.013,0.436,.,1.093,141,2,1,.,144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54.000,0.200,171.000,.,225.200,0.003,.,.,.,0.003,2,.,.,.,2,0.000,.,.,.,0.000,0.001,.,.,.,0.001,1,.,.,.,1,5.000,.,.,.,5.000,0.648,0.013,0.436,0.000,1.097,144,2,1,0,147,59.000,0.200,171.000,0.000,230.200
2018,CA,15783,City of Redding - (CA),BANC,DC,7.325,3.884,.,.,11.209,"1,035",58,.,.,"1,093",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,7.325,3.884,0.000,0.000,11.209,"1,035",58,0,0,"1,093",0.000,0.000,0.000,0.000,0.000
2018,CA,16088,City of Riverside - (CA),CISO,AC,19.311,12.095,.,.,31.406,"3,490",163,.,.,"3,653",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,717.000,.,.,.,717.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,19.311,12.095,0.000,0.000,31.406,"3,490",163,0,0,"3,653",717.000,0.000,0.000,0.000,717.000
2018,CA,16295,City of Roseville - (CA),BANC,AC,15.800,4.700,.,.,20.500,"4,554",51,.,.,"4,605",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,15.800,4.700,0.000,0.000,20.500,"4,554",51,0,0,"4,605",0.000,0.000,0.000,0.000,0.000
2018,CA,16534,Sacramento Municipal Util Dist,BANC,AC,106.254,50.284,31.178,0.000,187.716,"24,233",443,47,0,"24,723",0.726,0.036,0.500,0.000,1.262,136,1,1,0,138,0.671,0.348,0.000,0.000,1.019,560,43,0,0,603,.,.,.,.,0.000,0.002,0.000,0.005,0.000,0.007,1,0,1,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,106.927,50.632,31.183,0.000,188.742,"24,794",486,48,0,"25,328",0.000,0.000,0.000,0.000,0.000
2018,CA,16609,San Diego Gas & Electric Co,CISO,AC,767.020,166.270,70.020,0.000,"1,003.310","144,064","3,587",94,0,"147,745",13.510,5.480,0.000,0.000,18.990,"2,465",60,0,0,"2,525",9.720,2.190,1.190,0.000,13.100,313,34,2,0,349,2.270,0.750,0.370,0.000,3.390,0.120,0.020,1.000,0.000,1.140,37,4,1,0,42,0.000,0.000,0.000,0.000,0.000,0.030,12.730,12.000,0.000,24.760,3,50,17,0,70,0.000,0.000,0.000,0.000,0.000,776.890,181.210,84.210,0.000,"1,042.310","144,417","3,675",114,0,"148,206",2.270,0.750,0.370,0.000,3.390
2018,CA,16612,City & County of San Francisco,CISO,AC,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,.,0.458,.,.,0.458,.,2,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.458,0.000,0.000,0.458,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2018,CA,16655,City of Santa Clara - (CA),CISO,AC,1.043,0.793,.,.,1.836,257,9,.,.,266,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.043,0.793,0.000,0.000,1.836,257,9,0,0,266,0.000,0.000,0.000,0.000,0.000
2018,CA,17609,Southern California Edison Co,CISO,AC,"1,552.155",607.395,227.126,.,"2,386.676","287,212","5,459",482,.,"293,153",16.145,22.235,1.390,.,39.770,"2,737",166,5,.,"2,908",7.028,13.457,.,.,20.485,79,636,.,.,715,.,.,.,.,0.000,2.105,4.965,3.150,.,10.220,247,16,6,.,269,.,.,.,.,0.000,0.806,41.523,34.166,.,76.495,82,121,48,.,251,.,.,.,.,0.000,"1,562.094",667.340,264.442,0.000,"2,493.876","287,620","6,232",536,0,"294,388",0.000,0.000,0.000,0.000,0.000
2018,CA,17612,Bear Valley Electric Service,CISO,AC,1.829,1.485,0.000,0.000,3.314,416,23,0,0,439,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.069,0.010,0.000,0.000,0.079,6,1,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,1.898,1.495,0.000,0.000,3.393,422,24,0,0,446,0.000,0.000,0.000,0.000,0.000
2018,CA,19229,Truckee Donner P U D,NEVP,AC,0.700,0.284,.,.,0.984,152,27,.,.,179,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.700,0.284,0.000,0.000,0.984,152,27,0,0,179,0.000,0.000,0.000,0.000,0.000
2018,CA,19281,Turlock Irrigation District,TIDC,AC,11.040,9.036,14.125,.,34.201,"1,713",59,94,.,"1,866",.,.,.,.,0.000,.,.,.,.,0,0.063,.,3.448,.,3.511,3,.,8,.,11,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,11.103,9.036,17.573,0.000,37.712,"1,716",59,102,0,"1,877",0.000,0.000,0.000,0.000,0.000
2018,CA,19397,City of Ukiah - (CA),CISO,AC,0.344,0.500,.,.,0.844,62,2,.,.,64,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.344,0.500,0.000,0.000,0.844,62,2,0,0,64,0.000,0.000,0.000,0.000,0.000
2018,CA,19798,City of Vernon,CISO,AC,.,3.469,.,.,3.469,.,16,.,.,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,3.469,0.000,0.000,3.469,0,16,0,0,16,0.000,0.000,0.000,0.000,0.000
