Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2021,17718,Southwestern Public Service Co,NM,SWPP,"28,383","3,544","32,285",.,"64,211",19.1,0.5,4.6,.,24.2,"431,702","53,572","498,742",.,"984,017",19.1,0.5,4.6,.,24.2,"1,792",179,"2,348",.,"4,319","1,814",919,"4,161",.,"6,894","1,792",179,"2,348",.,"4,319","1,814",919,"4,161",.,"6,894",15.210,15.116,15.448,.,https://www.xcelenergy.com/company/rates_and_regulations/filings/new_mexico_demand-side_management
2021,17718,Southwestern Public Service Co,TX,SWPP,"12,920","12,476",.,.,"25,396",3.8,2.5,.,.,6.3,"176,114","169,486",.,.,"345,599",3.8,2.5,.,.,6.3,"1,776","1,595",.,.,"3,371",222,125,.,.,347,"1,776","1,595",.,.,"3,371",222,125,.,.,347,13.631,13.585,.,.,https://www.xcelenergy.com/company/rates_and_regulations/filings/texas_demand-side_management
2021,17828,City of Springfield - (IL),IL,MISO,615,557,.,.,"1,173",0.5,0.1,.,.,0.6,"9,453","8,361",.,.,"17,814",0.5,0.1,.,.,0.6,184,11,.,.,195,166,85,.,.,252,184,11,.,.,195,166,85,.,.,252,14.360,15.000,.,.,www.cwlp.com
2021,17832,Snapping Shoals El Member Corp,GA,SOCO,"15,709","2,607","1,988",.,"20,304",3.8,0.7,0.6,.,5.1,"202,222","35,326","60,133",.,"297,681",3.8,0.7,0.6,.,5.0,65,3,2,.,69,116,5,1,.,122,"2,775",12,8,.,"2,794","3,517",224,168,.,"3,909",25.000,25.000,25.000,.,
2021,17833,City Utilities of Springfield - (MO),MO,SWPP,755,"2,688",0,0,"3,443",0.2,0.4,0.0,0.0,0.6,"12,019","26,914",0,0,"38,933",0.2,0.4,0.0,0.0,0.6,340,109,0,0,449,0,0,0,0,0,340,109,0,0,449,0,0,0,0,0,15.000,10.000,0.000,0.000,
2021,17839,City of Springfield - (OR),OR,BPAT,"1,083",706,61,.,"1,850",0.1,0.1,0.0,.,0.2,"19,406","8,923",920,.,"29,249",0.1,0.1,0.0,.,0.2,758,161,17,.,936,171,109,31,.,310,758,161,17,.,936,171,109,31,.,310,17.860,12.630,15.160,.,
2021,18252,City of Sturgis,MI,PJM,487,"1,655",.,.,"2,142",0.0,0.3,.,.,0.3,984,"18,506",.,.,"19,490",0.0,0.2,.,.,0.2,64,133,.,.,197,25,84,.,.,109,64,133,.,.,197,25,84,.,.,109,3.340,13.660,.,.,
2021,18280,Sulphur Springs Valley E C Inc,AZ,WALC,68,0,"1,198",0,"1,266",2.0,0.0,12.0,0.0,14.0,679,0,"11,982",0,"12,662",0.6,1.0,12.7,0.0,14.3,31,0,0,0,31,2,0,74,0,76,31,0,0,0,31,2,0,74,0,76,10.000,.,10.000,10.000,
2021,18304,"Sumter Electric Coop, Inc",FL,SEC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,.,293,.,297,.,.,.,.,.,4,.,293,.,297,.,.,1.000,.,
2021,18339,Surry-Yadkin Elec Member Corp,NC,DUK,"10,253",.,.,.,"10,253",1.7,.,.,.,1.7,"46,198",.,.,.,"46,198",1.7,.,.,.,1.7,17,.,.,.,17,431,.,.,.,431,295,.,.,.,295,431,.,.,.,431,14.780,.,.,.,
2021,18360,Suwannee Valley Elec Coop Inc,FL,SEC,165,0,0,0,165,0.0,0.0,0.0,0.0,0.0,"2,042",0,0,0,"2,042",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,133,0,0,0,133,0,0,0,0,0,133,0,0,0,133,12.367,0.000,0.000,0.000,
2021,18429,City of Tacoma - (WA),WA,TPWR,"2,561","7,641","4,809",0,"15,011",.,.,.,.,.,"46,337","91,581","38,328",0,"176,245",.,.,.,.,.,875,"1,041",655,0,"2,571","1,580","1,009",635,0,"3,224","15,833","12,473","5,220",0,"33,527","28,578","12,095","5,062",0,"45,735",18.093,11.985,7.971,.,
2021,18445,City of Tallahassee - (FL),FL,TAL,"7,126",241,0,.,"7,367",0.9,0.0,0.0,.,0.9,"98,899","4,338",0,.,"103,237",0.9,0.0,0.0,.,0.9,"1,314",52,0,.,"1,365","1,192",49,0,.,"1,240","1,314",52,0,.,"1,365","1,192",49,0,.,"1,240",12.765,18.000,0.000,.,Talgov.com
2021,18449,"Talquin Electric Coop, Inc",FL,SEC,347,.,.,.,347,.,.,.,.,.,"4,289",.,.,.,"4,289",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,359,.,.,.,359,12.370,.,.,.,
2021,18454,Tampa Electric Co,FL,TEC,"15,391","52,611","5,846",.,"73,848",3.9,11.2,1.2,.,16.2,"620,663","1,517,693","168,633",.,"2,306,989",7.1,6.1,0.7,.,13.9,"2,406",648,72,.,"3,126","3,511","9,382","1,042",.,"13,935","2,406",648,72,.,"3,126","3,511","9,382","1,042",.,"13,935",20.000,20.000,20.000,.,
2021,18488,City of Taunton,MA,ISNE,433,.,.,.,433,0.2,.,.,.,0.2,"4,335",.,.,.,"4,335",0.2,.,.,.,0.2,169,.,.,.,169,.,.,.,.,.,169,.,.,.,169,.,.,.,.,.,10.000,.,.,.,
2021,18498,Taylor County Rural E C C,KY,PJM,8,.,.,.,8,0.3,.,.,.,0.3,173,.,.,.,173,0.3,.,.,.,0.3,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,22.800,.,.,.,
2021,18642,Tennessee Valley Authority,AL,TVA,"1,228",150,0,0,"1,378",0.2,0.0,0.0,0.0,0.2,"16,973","1,799",0,0,"18,772",0.2,0.0,0.0,0.0,0.2,0,726,0,0,726,"1,994",386,8,0,"2,388",0,726,0,0,726,"1,994",386,8,0,"2,388",14.000,12.000,0.000,0.000,
2021,18642,Tennessee Valley Authority,GA,TVA,328,0,0,0,328,0.0,0.0,0.0,0.0,0.0,"4,424",0,0,0,"4,424",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,263,0,0,0,263,0,0,0,0,0,263,0,0,0,263,13.000,0.000,0.000,0.000,
2021,18642,Tennessee Valley Authority,KY,TVA,392,0,0,0,392,0.1,0.0,0.0,0.0,0.1,"5,227",0,0,0,"5,227",0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,586,0,14,0,600,0,0,0,0,0,586,0,14,0,600,13.000,0.000,0.000,0.000,
2021,18642,Tennessee Valley Authority,MS,TVA,524,0,0,0,524,0.1,0.0,0.0,0.0,0.1,"5,920",0,0,0,"5,920",0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,"1,031",0,10,0,"1,041",0,0,0,0,0,"1,031",0,10,0,"1,041",11.000,0.000,0.000,0.000,
2021,18642,Tennessee Valley Authority,NC,TVA,64,0,0,0,64,0.0,0.0,0.0,0.0,0.0,929,0,0,0,929,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,49,0,0,0,49,0,0,0,0,0,49,0,0,0,49,14.000,0.000,0.000,0.000,
2021,18642,Tennessee Valley Authority,TN,TVA,"9,734","6,143","1,195",0,"17,072",1.3,0.0,0.0,0.0,1.3,"129,854","88,324","3,585",0,"221,763",1.3,0.0,0.0,0.0,1.3,0,775,0,0,775,"16,295","2,120","1,117",0,"19,532",0,775,0,0,775,"16,295","2,120","1,117",0,"19,532",13.000,14.000,3.000,0.000,
2021,18642,Tennessee Valley Authority,VA,TVA,19,0,0,0,19,0.0,0.0,0.0,0.0,0.0,236,0,0,0,236,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,12,0,0,0,12,13.000,0.000,0.000,0.000,
2021,18917,Tillamook Peoples Utility Dist,OR,BPAT,649,937,208,.,"1,794",0.1,0.1,0.0,.,0.2,"12,986","9,371","2,079",.,"24,435",1.5,1.1,0.2,.,2.8,401,119,52,.,572,103,53,150,.,306,401,119,52,.,572,103,53,150,.,306,20.000,10.000,10.000,.,
2021,18956,Tri-County Elec Member Corp (GA),GA,SOCO,25,0,0,0,25,0.0,0.0,0.0,0.0,0.0,25,0,0,0,25,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1.000,0.000,0.000,0.000,
2021,18997,The Toledo Edison Co,OH,PJM,"2,249",0,0,0,"2,249",0.3,0.0,0.0,0.0,0.3,"20,057",0,0,0,"20,057",0.3,0.0,0.0,0.0,0.3,"1,781",0,0,0,"1,781",87,0,0,0,87,"1,781",0,0,0,"1,781",87,0,0,0,87,8.917,0.000,0.000,0.000,https://dis.puc.state.oh.us/
2021,19125,City of Traverse City - (MI),MI,MISO,858,"2,697",0,0,"3,554",0.2,1.0,0.0,0.0,1.3,"5,926","24,066",0,0,"29,992",0.2,1.0,0.0,0.0,1.3,66,230,0,0,296,21,21,0,0,42,66,230,0,0,296,21,21,0,0,42,6.910,8.920,0.000,0.000,
2021,19157,MiEnergy Cooperative,IA,MISO,"1,287",629,10,0,"1,925",0.2,0.0,0.0,0.0,0.2,"18,743","8,728",144,0,"27,615",0.2,0.0,0.0,0.0,0.2,108,14,0,0,122,13,1,0,0,15,108,14,0,0,122,13,1,0,0,15,14.569,13.886,14.667,0.000,
2021,19157,MiEnergy Cooperative,MN,MISO,"2,905","1,419",22,0,"4,347",0.4,0.1,0.0,0.0,0.5,"42,329","19,711",325,0,"62,365",0.4,0.1,0.0,0.0,0.5,244,31,0,0,275,30,3,0,0,33,244,31,0,0,275,30,3,0,0,33,14.569,13.886,14.667,0.000,
2021,19161,"Tri-County Electric Coop, Inc (FL)",FL,SEC,182,0,0,0,182,0.0,0.0,0.0,0.0,0.0,"2,252",0,0,0,"2,252",0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,104,.,.,.,104,.,.,.,.,.,104,.,.,.,104,12.367,0.000,0.000,0.000,
2021,19189,Trico Electric Cooperative Inc,AZ,WALC,183,.,.,.,183,0.2,.,.,.,0.2,906,.,.,.,906,0.2,.,.,.,0.2,40,.,.,.,40,4,.,.,.,4,40,.,.,.,40,4,.,.,.,4,4.960,.,.,.,
2021,19281,Turlock Irrigation District,CA,TIDC,585,"1,546","2,926",0,"5,057",0.1,0.0,0.2,0.0,0.3,"8,070","23,169","43,808",0,"75,047",0.1,0.0,0.2,0.0,0.3,351,299,281,0,931,53,85,163,0,301,351,299,281,0,931,53,85,163,0,301,19.143,14.996,14.980,0.000,https://www.cmua.org/emv-reports 
2021,19325,Umatilla Electric Coop Assn,OR,BPAT,"1,127",126,"13,189",.,"14,442",0.1,0.0,1.5,.,1.6,"20,388","1,516","92,850",.,"114,754",0.1,0.0,1.5,.,1.6,319,10,918,.,"1,247",23,1,66,.,90,319,10,918,.,"1,247",23,1,66,.,90,18.090,12.000,7.040,.,
2021,19390,"UGI Utilities, Inc",PA,PJM,"1,157",385,"3,927",0,"5,469",0.1,0.1,0.5,0.0,0.7,"16,199","5,383","54,979",0,"76,561",0.1,0.1,0.5,0.0,0.7,188,44,254,0,486,291,133,439,0,863,188,44,254,0,486,291,133,439,0,863,14.000,14.000,14.000,0.000,www.ugi.com/savesmart
2021,19396,Tri-County Electric Coop (MI),MI,MISO,"2,695",.,"1,002",.,"3,697",0.7,.,0.3,.,0.9,"33,932",.,"9,219",.,"43,151",0.7,.,0.2,.,0.9,198,.,55,.,254,298,.,100,.,398,198,.,55,.,254,298,.,100,.,398,12.590,.,9.200,.,
2021,19435,Union Electric Membership Corp - (NC),NC,DUK,"4,589",.,.,.,"4,589",.,.,.,.,.,"15,408",.,.,.,"15,408",.,.,.,.,.,3,.,.,.,3,410,.,.,.,410,3,.,.,.,3,410,.,.,.,410,16.000,.,.,.,
2021,19436,Union Electric Co - (MO),MO,MISO,"185,665","164,823","16,453",.,"366,941",61.2,52.6,3.7,.,117.5,"2,784,265","2,594,559","239,468",.,"5,618,292",61.2,52.6,3.7,.,117.5,"18,644","21,752","1,797",.,"42,193","19,169","15,477","1,279",.,"35,924","18,644","21,752","1,797",.,"42,193","19,169","15,477","1,279",.,"35,924",14.964,15.313,14.765,.,
2021,19446,Duke Energy Kentucky,KY,PJM,"3,907","9,431",.,.,"13,338",0.7,1.8,.,.,2.6,"30,160","136,414",.,.,"166,573",0.7,1.8,.,.,2.6,797,"3,116",.,.,"3,913","2,057",526,.,.,"2,583",797,"3,116",.,.,"3,913","2,057",526,.,.,"2,583",7.719,14.465,.,.,
2021,19490,United Electric Coop Service Inc - (TX),TX,ERCO,"8,192",136,.,.,"8,329",1.4,0.1,.,.,1.4,"79,222","1,882",.,.,"81,104",1.4,0.1,.,.,1.4,479,8,.,.,487,711,.,.,.,711,479,8,.,.,487,711,.,.,.,711,9.670,13.620,.,.,
2021,19497,United Illuminating Co,CT,ISNE,"16,273","36,922","6,516",0,"59,711",5.5,5.9,1.0,0.0,12.4,"135,848","463,851","81,856",0,"681,555",5.5,5.9,1.0,0.0,12.4,"8,233","14,744","2,602",0,"25,579","9,848","6,476","1,143",0,"17,468","8,233","14,744","2,602",0,"25,579","9,848","6,476","1,143",0,"17,468",8.348,12.563,12.563,0.000,
2021,19499,"United Power, Inc",CO,WACM,339,"3,161",.,.,"3,501",0.1,1.0,.,.,1.1,"5,132","42,913",.,.,"48,045",0.1,0.8,.,.,0.9,129,226,.,.,355,.,.,.,.,.,129,226,.,.,355,.,.,.,.,.,13.550,17.540,.,.,
2021,19545,"Black Hills Power, Inc.",SD,WACM,400,"1,724",.,.,"2,124",0.0,0.2,.,.,0.3,"4,016","24,157",.,.,"28,174",0.0,0.2,.,.,0.3,5,106,.,.,111,6,51,.,.,57,5,106,.,.,111,6,51,.,.,57,10.034,14.015,.,.,https://puc.sd.gov/commission/dockets/electric
2021,19578,Upper Peninsula Power Company,MI,MISO,"5,919","4,461","1,266",0,"11,646",0.5,0.5,0.2,0.0,1.2,"44,855","60,877","17,270",0,"123,002",0.5,0.5,0.2,0.0,1.2,611,290,82,0,983,818,516,146,0,"1,480",611,290,82,0,983,818,516,146,0,"1,480",7.570,13.650,13.640,0.000,
2021,19728,"UNS Electric, Inc",AZ,TEPC,"17,841",640,"10,146",.,"28,627",3.4,0.1,1.7,.,5.2,"284,650","9,398","147,571",.,"441,619",3.4,0.1,1.7,.,5.2,903,19,571,.,"1,493",657,4,124,.,785,903,19,571,.,"1,493",657,4,124,.,785,15.950,14.690,14.540,.,
2021,19790,Verendrye Electric Coop Inc,ND,MISO,20,241,0,0,261,0.1,0.7,0.0,0.0,0.7,196,"2,414",0,0,"2,611",0.1,0.7,0.0,0.0,0.7,9,76,0,0,84,9,76,0,0,84,9,76,0,0,84,9,76,0,0,84,10.000,10.000,0.000,0.000,
2021,19798,City of Vernon,CA,CISO,.,"3,931",679,.,"4,610",.,0.7,0.2,.,0.8,.,"43,238","8,877",.,"52,116",.,0.7,0.2,.,0.8,.,"1,036",479,.,"1,515",.,.,.,.,.,.,"1,036",479,.,"1,515",.,.,.,.,.,.,11.000,14.970,.,
2021,19806,"Victoria Electric Coop, Inc",TX,ERCO,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,26,0,0,0,26,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15.000,0.000,0.000,0.000,
2021,19876,Virginia Electric & Power Co,NC,PJM,"3,860","1,650",.,.,"5,510",0.4,0.3,.,.,0.6,"61,414","14,202",.,.,"75,616",0.4,0.3,.,.,0.6,370,405,.,.,775,349,442,.,.,791,370,405,.,.,775,349,442,.,.,791,15.900,8.600,.,.,https://www.dominionenergy.com/north-carolina-electric/save-energy
2021,19876,Virginia Electric & Power Co,VA,PJM,"205,536","53,344",.,.,"258,880",13.1,8.3,.,.,21.5,"2,279,835","473,016",.,.,"2,752,851",13.1,8.3,.,.,21.5,"21,608","10,127",.,.,"31,735","13,461","8,431",.,.,"21,892","21,608","10,127",.,.,"31,735","13,461","8,431",.,.,"21,892",11.100,8.900,.,.,https://www.dominionenergy.com/virginia/save-energy
2021,19981,Wake Electric Membership Corp,NC,CPLE,"1,827",.,.,.,"1,827",1.0,.,.,.,1.0,"1,897",.,.,.,"1,897",1.0,.,.,.,1.0,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,1.090,.,.,.,
2021,20038,Town of Wallingford - (CT),CT,ISNE,200,"1,069","2,326",0,"3,595",0.2,0.3,0.3,0.0,0.8,"4,000","13,908","30,913",0,"48,821",0.2,0.3,0.3,0.0,0.8,385,239,204,0,828,81,45,35,0,161,385,239,204,0,828,81,45,35,0,161,20.050,13.010,13.290,0.000,
2021,20169,Avista Corp,ID,AVA,"4,983","11,802",141,0,"16,926",87.5,207.3,2.5,0.0,297.3,"67,640","244,555","44,115",0,"356,311",87.5,207.3,2.5,0.0,297.3,965,"2,945",35,0,"3,945",580,743,46,0,"1,369",965,"2,945",35,0,"3,945",580,743,46,0,"1,369",22.229,11.410,14.375,0.000,
2021,20169,Avista Corp,WA,AVA,"11,370","28,408",335,0,"40,114",199.7,498.9,5.9,0.0,704.5,"212,762","455,589","6,102",0,"674,453",199.7,498.9,5.9,0.0,704.5,"1,210","5,376",64,0,"6,650","1,576","1,345",82,0,"3,003","1,210","5,376",64,0,"6,650","1,576","1,345",84,0,"3,005",22.757,11.606,13.385,0.000,
2021,20187,Watertown Municipal Utilities,SD,SWPP,108,"1,000",786,.,"1,894",0.0,0.2,0.1,.,0.3,"1,862","12,276","9,645",.,"23,783",0.0,0.2,0.1,.,0.3,17,47,37,.,101,9,24,19,.,52,17,47,37,.,101,9,24,19,.,52,17.174,12.277,12.277,.,
2021,20387,West Penn Power Company,PA,PJM,"28,027","19,555","30,385",0,"77,967",3.4,2.8,4.2,0.0,10.4,"136,084","268,768","423,790",0,"828,642",3.4,2.8,4.2,0.0,10.4,"1,714","1,725","1,051",0,"4,490","3,647","2,796","1,050",0,"7,493","1,714","1,725","1,051",0,"4,490","3,647","2,796","1,050",0,"7,493",4.856,13.744,13.947,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2021,20401,West River Electric Assn Inc,SD,SWPP,0,82,.,.,82,0.1,0.0,.,.,0.1,0,971,.,.,971,0.1,0.0,.,.,0.1,3,2,.,.,5,0,0,.,.,0,3,2,.,.,5,0,0,.,.,0,15.000,14.000,.,.,no website
2021,20404,AEP Texas North Company,TX,ERCO,"3,554","8,101",0,0,"11,655",1.7,4.2,0.0,0.0,5.9,"69,320","104,397",0,0,"173,717",1.7,4.2,0.0,0.0,5.9,"1,399","1,249",0,0,"2,648",200,0,0,0,200,"1,399","1,249",0,0,"2,648",200,0,0,0,200,19.500,12.900,0.000,0.000,
2021,20477,City of Westerville - (OH),OH,PJM,.,"1,556",.,.,"1,556",.,0.3,.,.,0.3,.,"7,780",.,.,"7,780",.,0.3,.,.,0.3,.,133,.,.,133,.,59,.,.,59,.,133,.,.,133,.,59,.,.,59,.,12.800,.,.,
2021,20481,City of Westfield - (MA),MA,ISNE,87,913,106,.,"1,106",0.0,0.2,0.0,.,0.2,"1,206","13,671","1,592",.,"16,470",0.0,0.2,0.0,.,0.2,55,127,18,.,200,17,15,2,.,34,55,127,18,.,200,17,15,2,.,34,12.780,14.980,15.000,.,
2021,20521,Wheeling Power Co,WV,PJM,325,0,0,0,325,0.1,0.0,0.0,0.0,0.1,"3,118",0,0,0,"3,118",0.1,0.0,0.0,0.0,0.1,136,0,0,0,136,91,0,0,0,91,136,0,0,0,136,91,0,0,0,91,9.600,0.000,0.000,0.000,
2021,20639,"Wild Rice Electric Coop, Inc",MN,MISO,"1,567","3,053",.,.,"4,620",0.2,0.4,.,.,0.6,"16,769","4,165",.,.,"20,934",0.2,0.1,.,.,0.3,165,77,.,.,242,113,28,.,.,141,"1,348",337,.,.,"1,685","1,302",326,.,.,"1,628",14.669,12.550,0.000,0.000,
2021,20737,Willmar Municipal Utilities,MN,MISO,54,76,773,.,903,0.0,0.0,0.2,.,0.2,943,926,"9,367",.,"11,237",0.0,0.0,0.2,.,0.2,21,5,51,.,77,11,3,26,.,39,21,5,51,.,77,11,3,26,.,39,17.572,12.123,12.123,.,https://www.brightenergysolutions.com/municipalities-container/mn/willmar-municipal-utilities
2021,20841,"Wiregrass Electric Coop, Inc",AL,SOCO,504,.,.,.,504,0.5,.,.,.,0.5,"5,035",.,.,.,"5,035",0.5,.,.,.,0.5,155,.,.,.,155,0,.,.,.,0,264,.,.,.,264,0,.,.,.,0,10.000,.,.,.,
2021,20858,WPPI Energy,WI,MISO,"1,341",789,"1,586",0,"3,716",0.2,0.1,0.3,0.0,0.6,"13,414","11,836","23,787",0,"49,037",0.2,0.1,0.3,0.0,0.6,293,578,245,0,"1,116",643,971,564,0,"1,535",293,578,245,0,"1,116",643,971,564,0,"2,178",10.000,15.000,15.000,0.000,
2021,20885,Withlacoochee River Elec Coop,FL,SEC,366,304,0,0,670,0.0,0.0,0.0,0.0,0.0,"4,521","3,754",0,0,"8,275",0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,4,174,.,.,178,0,.,.,.,0,4,174,.,.,178,12.370,12.370,.,.,
2021,20963,Woodruff Electric Coop Corp,AR,MISO,.,.,.,.,.,.,.,4.0,.,4.0,.,.,.,.,.,.,.,4.0,.,4.0,.,.,20,.,20,.,.,.,.,.,.,.,20,.,20,.,.,.,.,.,.,.,.,.,
2021,20997,Yellowstone Valley Elec Co-op,MT,WAUW,351,.,.,.,351,1.0,.,.,.,1.0,351,.,.,.,351,1.0,.,.,.,1.0,20,.,.,.,20,32,.,.,.,32,12,.,.,.,12,47,.,.,.,47,1.000,.,.,.,
2021,21002,York Electric Coop Inc,SC,DUK,0,79,0,.,79,.,0.2,.,.,0.2,0,"1,191",0,.,"1,191",.,0.2,.,.,0.2,.,0,.,.,0,0,6,0,.,6,.,0,.,.,0,0,6,0,.,6,0.000,15.000,0.000,.,
2021,21013,City of Worthington - (MN),MN,MISO,32,225,298,.,555,0.0,0.1,0.1,.,0.2,496,"2,968","3,935",.,"7,399",0.0,0.1,0.1,.,0.2,17,11,15,.,43,9,6,7,.,22,17,11,15,.,43,9,6,7,.,22,15.285,13.204,13.204,.,
2021,21048,Wyandotte Municipal Serv Comm,MI,MISO,126,768,.,.,894,0.0,0.1,.,.,0.1,"1,567","9,553",.,.,"11,120",0.0,0.1,.,.,0.1,16,44,.,.,60,26,29,.,.,55,16,44,.,.,60,26,29,.,.,55,12.950,12.950,.,.,www.wyan.org
2021,21075,Y-W Electric Assn Inc,CO,WACM,0,1,.,.,1,0.0,0.4,.,.,0.4,144,14,.,.,158,0.0,0.3,.,.,0.3,4,62,.,.,66,.,.,.,.,.,4,62,.,.,66,.,.,.,.,.,13.340,16.860,.,.,
2021,21111,Perennial Public Power Dist,NE,SWPP,169,701,18,.,888,0.0,0.1,0.0,.,0.1,"1,640","6,058",960,.,"8,658",0.0,0.1,0.0,.,0.1,36,23,13,.,72,.,.,.,.,.,107,44,21,.,172,.,.,.,.,.,13.100,11.200,10.400,.,
2021,21158,City of Zeeland - (MI),MI,MISO,316,"3,579",.,.,"3,895",0.0,0.5,.,.,0.5,"1,515","49,796",.,.,"51,311",0.0,0.3,.,.,0.4,46,343,.,.,389,18,136,.,.,154,46,343,.,.,389,18,136,.,.,154,5.100,14.480,.,.,www.zeelandbpw.com
2021,21352,Municipal Energy Agency of NE,CO,WACM,.,101,.,.,101,.,0.1,.,.,0.1,.,468,.,.,468,.,0.2,.,.,0.2,.,9,.,.,9,.,.,.,.,.,.,38,.,.,38,.,.,.,.,.,.,10.000,.,.,
2021,21352,Municipal Energy Agency of NE,IA,MISO,.,34,.,.,34,.,0.1,.,.,0.1,.,625,.,.,625,.,0.2,.,.,0.2,.,3,.,.,3,.,.,.,.,.,.,26,.,.,26,.,.,.,.,.,.,10.000,.,.,
2021,21352,Municipal Energy Agency of NE,NE,SWPP,.,642,.,.,642,0.3,0.1,.,.,0.4,.,"2,751",.,.,"2,751",0.2,1.0,.,.,1.2,10,56,.,.,66,.,.,.,.,.,12,328,.,.,340,.,.,.,.,.,.,10.000,.,.,
2021,21352,Municipal Energy Agency of NE,WY,WACM,.,11,.,.,11,.,0.1,.,.,0.1,.,164,.,.,164,.,0.1,.,.,0.1,.,1,.,.,1,.,.,.,.,.,.,23,.,.,23,.,.,.,.,.,.,10.000,.,.,
2021,21538,"Mohave Electric Cooperative, I",AZ,WALC,776,2,0,0,778,0.3,0.0,0.0,0.0,0.3,"6,438",7,0,0,"6,445",0.3,0.0,0.0,0.0,0.3,117,12,0,0,128,179,7,0,0,187,117,12,0,0,128,179,7,0,0,187,8.300,3.000,0.000,0.000,
2021,21632,EnergyUnited Elec Member Corp,NC,DUK,6,26,.,.,32,8.0,12.7,.,.,20.6,116,308,.,.,424,8.0,12.7,.,.,20.6,6,2,.,.,8,.,.,.,.,.,11,15,.,.,26,.,.,.,.,.,19.000,7.000,.,.,
2021,22053,Kentucky Power Co,KY,PJM,273,0,0,0,273,0.1,0.0,0.0,0.0,0.1,"4,545",0,0,0,"4,545",0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,274,0,0,0,274,0,0,0,0,0,274,0,0,0,274,16.600,0.000,0.000,0.000,
2021,22815,Delta Electric Power Assn,MS,MISO,547,.,.,.,547,0.1,.,.,.,0.1,547,.,.,.,547,0.1,.,.,.,0.1,0,.,.,.,0,3,.,.,.,3,0,.,.,.,0,3,.,.,.,3,1.000,.,.,.,
2021,24211,Tucson Electric Power Co,AZ,TEPC,"105,057","12,470","17,736",.,"135,263",21.8,1.5,2.6,.,25.9,"1,866,746","142,246","250,128",.,"2,259,120",21.8,1.5,2.6,.,25.9,"6,873",499,303,.,"7,675","3,264",114,69,.,"3,447","6,873",499,303,.,"7,675","3,264",114,69,.,"3,447",17.800,11.400,14.100,.,
2021,24431,Utah Municipal Power Agency,UT,PACE,"1,964",122,.,.,"2,086",0.4,0.0,.,.,0.4,"41,737","2,201",.,.,"43,937",0.3,0.0,.,.,0.3,10,.,.,.,10,431,195,.,.,626,10,.,.,.,10,431,195,.,.,626,25.000,20.000,.,.,Levan Town Manti City Nephi City Provo City Salem City Spanish Fork City
2021,24590,Unitil Energy Systems,NH,ISNE,"5,823","6,798","2,913",0,"15,534",0.8,1.1,0.3,0.0,2.2,"25,135","80,068","27,462",0,"132,665",0.8,1.1,0.3,0.0,2.2,"1,596","2,066",526,0,"4,188",450,516,120,0,"1,086","1,596","2,066",526,0,"4,188",450,516,120,0,"1,086",6.630,10.570,10.570,0.000,
2021,24949,Cass County Elec Coop Inc,ND,MISO,34,.,.,.,34,0.2,.,.,.,0.2,41,.,.,.,41,0.2,.,.,.,0.2,16,.,.,.,16,5,.,.,.,5,16,.,.,.,16,5,.,.,.,5,12.000,.,.,.,N/A
2021,26510,Liberty Utilities (Granite State Electri,NH,ISNE,"1,128","6,202","3,801",0,"11,131",0.3,0.2,0.1,0.0,0.6,"15,126","46,123","28,268",0,"89,517",2.0,6.2,3.8,0.0,12.0,"2,108","2,300",374,0,"4,782",630,759,124,0,"1,513","2,108","2,300",374,0,"4,782",630,759,124,0,"1,513",5.730,11.300,13.370,0.000,https://www.puc.nh.gov
