Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2018,18820,City of Thief River Falls,MN,MISO,162,"1,821",.,.,"1,983",0.0,0.0,.,.,0.0,162,"1,821",.,.,"1,983",0.0,0.0,.,.,0.0,15,138,.,.,153,.,.,.,.,.,15,138,.,.,153,.,.,.,.,.,1.000,1.000,.,.,
2018,18895,Thumb Electric Coop of Mich,MI,MISO,"1,611",442,.,.,"2,053",0.4,0.3,.,.,0.7,"16,108","3,534",.,.,"19,642",0.4,0.3,.,.,0.7,117,27,.,.,144,157,11,.,.,168,117,27,.,.,144,157,11,.,.,168,2.500,2.440,.,.,
2018,18917,Tillamook Peoples Utility Dist,OR,BPAT,740,823,168,.,"1,731",1.7,0.9,0.2,.,2.8,"14,804","8,229","1,678",.,"24,711",0.1,0.1,0.0,.,0.2,286,175,32,.,493,125,76,14,.,215,286,175,32,.,493,125,76,14,.,215,20.000,10.000,10.000,.,
2018,18947,City of Tipton - (IA),IA,MISO,.,1,.,.,1,.,0.0,.,.,0.0,.,25,.,.,25,.,0.0,.,.,0.0,.,0,.,.,0,.,3,.,.,3,.,0,.,.,0,.,3,.,.,3,.,20.000,.,.,
2018,18956,Tri-County Elec Member Corp,GA,SOCO,123,5,0,0,128,0.0,0.0,0.0,0.0,0.0,487,23,0,0,510,0.0,0.0,0.0,0.0,0.0,34,0,0,0,34,0,0,0,0,0,34,0,0,0,34,0,0,0,0,0,1.670,5.000,0.000,0.000,
2018,18997,The Toledo Edison Co,OH,PJM,"53,758","44,632","34,760",0,"133,150",9.2,7.1,5.2,0.0,21.5,"581,122","588,702","454,312",0,"1,624,136",9.2,7.1,5.2,0.0,21.5,"3,100","2,035","2,128",0,"7,263","1,876","1,401","1,138",0,"4,415","3,100","2,035","2,128",0,"7,263","1,876","1,401","1,138",0,"4,415",10.810,13.190,13.070,0.000,http://dis.puc.state.oh.us/
2018,19125,City of Traverse City - (MI),MI,MISO,360,"2,495",.,.,"2,855",0.3,0.4,.,.,0.7,"4,891","28,533",.,.,"33,424",0.3,0.4,.,.,0.7,21,159,.,.,180,26,105,.,.,131,21,159,.,.,180,26,105,.,.,131,14.320,13.430,.,.,www.tclp.org
2018,19157,MiEnergy Cooperative,IA,MISO,952,"1,434",126,0,"2,512",0.2,0.1,0.0,0.0,0.3,"13,429","18,565","1,508",0,"33,503",0.2,0.1,0.0,0.0,0.3,71,33,5,0,109,11,1,0,0,13,71,33,5,0,109,11,1,0,0,13,14.108,12.947,11.979,0.000,
2018,19157,MiEnergy Cooperative,MN,MISO,"2,155","2,663",285,0,"5,103",0.3,0.2,0.0,0.0,0.6,"30,405","34,479","3,415",0,"68,298",0.3,0.2,0.0,0.0,0.6,161,60,12,0,233,26,3,0,0,28,161,60,12,0,233,26,3,0,0,28,14.108,12.947,11.979,0.000,
2018,19161,"Tri-County Electric Coop, Inc",FL,SEC,859,.,.,.,859,0.2,.,.,.,0.2,"1,096",.,.,.,"1,096",0.2,.,.,.,0.2,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,2.783,.,.,.,
2018,19189,Trico Electric Cooperative Inc,AZ,WALC,259,.,.,.,259,0.3,.,.,.,0.3,"1,181",.,.,.,"1,181",0.3,.,.,.,0.3,42,.,.,.,42,8,.,.,.,8,42,.,.,.,42,8,.,.,.,8,4.560,.,.,.,
2018,19229,Truckee Donner P U D,CA,NEVP,196,66,.,.,262,0.0,0.0,.,.,0.0,"2,144",493,.,.,"2,637",0.0,0.0,.,.,0.0,169,18,.,.,187,206,19,.,.,225,169,18,.,.,187,206,19,.,.,225,12.162,7.884,.,.,http://www.tdpud.org/departments/conservation/em-v-and-reporting
2018,19281,Turlock Irrigation District,CA,TIDC,"3,573","5,857","4,374",.,"13,804",0.1,1.7,0.9,.,2.7,"6,920","87,222","65,604",.,"159,746",0.1,1.7,0.9,.,2.7,519,614,426,.,"1,559",40,213,172,.,425,519,614,426,.,"1,559",40,213,172,.,425,8.137,14.913,15.000,.,www.ncpa.com/policy/reports/energy-efficiency
2018,19325,Umatilla Electric Coop Assn,OR,BPAT,178,"1,088","15,484",.,"16,751",0.0,6.1,3.0,.,9.1,"4,047","24,747","200,369",.,"229,163",0.0,6.1,3.0,.,9.1,73,157,786,.,"1,016",3,7,37,.,47,73,157,786,.,"1,016",3,7,37,.,47,22.730,24.720,11.900,.,
2018,19390,"UGI Utilities, Inc",PA,PJM,"2,783",549,"3,141",.,"6,473",0.4,0.1,0.2,.,0.7,"27,830","6,588","37,692",.,"72,110",0.4,0.1,0.2,.,0.7,430,80,193,.,702,404,113,308,.,825,430,80,193,.,702,404,113,308,.,825,10.000,12.000,12.000,.,www.ugi.com
2018,19396,Tri-County Electric Coop,MI,MISO,"2,083",.,"1,144",.,"3,226",0.5,.,0.3,.,0.8,"26,218",.,"10,523",.,"36,741",0.5,.,0.3,.,0.8,251,.,91,.,342,316,.,114,.,430,251,.,91,.,342,316,.,114,.,430,10.590,.,9.200,.,
2018,19397,City of Ukiah - (CA),CA,CISO,8,121,0,.,129,0.0,0.0,0.0,.,0.0,119,"1,467",0,.,"1,586",0.0,0.0,0.0,.,0.0,16,28,0,.,44,27,16,0,.,43,16,28,0,.,44,27,16,0,.,43,15.881,12.110,0.000,.,"Note:  As is the case with many other public utilities in California, Ukiah does not report cost-effectiveness on a per measure or per sector basis.  Cost-effectiveness is caluclated on a total portfolio basis.  Data provided in this report is fiscal year 2018."
2018,19435,Union Electric Membership Corp - (NC),NC,DUK,"3,807","1,059",.,.,"4,866",.,.,.,.,.,"10,982","15,897",.,.,"26,879",.,.,.,.,.,3,21,.,.,24,340,24,.,.,363,3,21,.,.,24,340,24,.,.,363,16.000,15.000,.,.,
2018,19436,Union Electric Co - (MO),MO,MISO,"86,435","234,711","14,420",.,"335,565",46.9,51.2,9.0,.,107.2,"1,199,182","3,626,277","217,302",.,"5,042,762",46.9,51.2,9.0,.,107.2,"13,729","18,902","3,336",.,"35,967","8,669","14,974","2,643",.,"26,286","13,729","18,902","3,336",.,"35,967","8,669","14,974","2,643",.,"26,286",13.874,15.450,15.070,.,
2018,19446,Duke Energy Kentucky,KY,PJM,"5,229","13,572",.,.,"18,801",0.7,2.3,.,.,3.1,"58,594","136,446",.,.,"195,040",0.7,2.3,.,.,3.1,908,"1,286",.,.,"2,194",720,471,.,.,"1,191",908,"1,286",.,.,"2,194",720,471,.,.,"1,191",11.200,10.100,.,.,
2018,19490,United Electric Coop Service Inc - (TX),TX,ERCO,"5,107",198,.,.,"5,304",1.0,0.1,.,.,1.1,"40,217","2,569",.,.,"42,786",1.0,0.1,.,.,1.1,397,17,.,.,415,379,.,.,.,379,397,17,.,.,415,379,.,.,.,379,7.875,13.005,.,.,
2018,19497,United Illuminating Co,CT,ISNE,"11,457","27,933","4,929",0,"44,320",1.6,4.0,0.7,0.0,6.3,"113,541","367,420","64,839",0,"545,800",1.6,4.0,0.7,0.0,6.3,"5,206","4,624",816,.,"10,646","3,528","4,699",801,.,"9,029","5,206","4,624",816,.,"10,646","3,528","4,699",801,.,"9,029",9.910,13.150,13.150,0.000,
2018,19499,"United Power, Inc",CO,WACM,80,75,10,.,165,0.5,3.0,0.7,.,4.2,880,750,100,.,"1,730",0.5,3.0,0.7,.,4.2,5,3,0,.,8,1,1,0,.,2,56,28,5,.,89,14,7,1,.,22,0.500,2.260,0.920,.,
2018,19545,"Black Hills Power, Inc. d/b/a",SD,WACM,628,"3,527",.,.,"4,155",0.1,0.8,.,.,0.9,"9,422","52,904",.,.,"62,326",0.1,0.8,.,.,0.9,21,383,.,.,404,53,220,.,.,273,21,383,.,.,404,53,220,.,.,273,15.000,15.000,.,.,https://puc.sd.gov/Dockets/Electric/2017/el17-026.aspx
2018,19578,Upper Peninsula Power Company,MI,MISO,"2,276","3,279","2,683",0,"8,238",0.5,0.6,0.6,0.0,1.7,"29,091","50,819","41,579",0,"121,489",0.5,0.6,0.6,0.0,1.7,479,259,212,0,950,568,260,213,0,"1,041",479,259,212,0,950,568,260,213,0,"1,041",12.800,15.500,15.500,0.000,
2018,19687,City of Valley City,ND,SWPP,365,"1,186",177,.,"1,729",0.0,0.2,0.0,.,0.3,"4,462","14,364","2,146",.,"20,972",0.0,0.2,0.0,.,0.3,18,61,9,.,88,7,23,3,.,33,18,61,9,.,88,7,23,3,.,33,12.214,12.109,12.109,.,
2018,19728,"UNS Electric, Inc",AZ,TEPC,"9,341","1,992","1,968",.,"13,301",1.8,0.2,0.2,.,2.2,"134,207","18,038","12,431",.,"164,676",1.8,0.2,0.2,.,2.2,494,74,73,.,641,550,76,74,.,700,494,74,73,.,641,550,76,74,.,700,14.370,9.060,6.310,.,www.uesaz.com
2018,19788,City of Vermillion - (SD),SD,SWPP,69,436,.,.,505,0.0,0.1,.,.,0.1,"1,055","5,255",.,.,"6,310",0.0,0.1,.,.,0.1,17,19,.,.,36,6,7,.,.,14,17,19,.,.,36,6,7,.,.,14,15.200,12.100,.,.,www.brightenergysolutions.com
2018,19790,Verendrye Electric Coop Inc,ND,MISO,25,434,0,0,459,0.1,1.2,0.0,0.0,1.3,252,"4,336",0,0,"4,588",0.1,1.2,0.0,0.0,1.3,9,36,0,0,44,9,36,0,0,44,9,36,0,0,44,9,36,0,0,44,10.000,10.000,0.000,0.000,
2018,19798,City of Vernon,CA,CISO,.,"5,014",948,.,"5,962",.,1.1,0.1,.,1.2,.,"5,065","3,012",.,"8,077",.,0.9,0.1,.,1.0,.,374,64,.,438,.,.,.,.,.,.,379,215,.,595,.,.,.,.,.,.,8.110,7.160,.,
2018,19806,"Victoria Electric Coop, Inc",TX,ERCO,1,.,.,.,1,0.0,.,.,.,0.0,16,.,.,.,16,0.0,.,.,.,0.0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,0,.,.,.,0,15.000,.,.,.,
2018,19813,Vernon Electric Coop,WI,MISO,469,24,.,.,493,0.1,0.0,.,.,0.1,"6,588",352,.,.,"6,940",0.1,0.0,.,.,0.1,53,7,.,.,60,41,2,.,.,43,53,7,.,.,60,41,2,.,.,43,14.050,14.670,.,.,
2018,19865,City of Vinton - (IA),IA,MISO,21,93,.,.,114,0.1,0.0,.,.,0.1,370,"1,861",.,.,"2,230",0.1,0.0,.,.,0.1,16,12,.,.,28,2,7,.,.,8,16,12,.,.,28,2,7,.,.,8,17.420,20.000,.,.,
2018,19876,Virginia Electric & Power Co,NC,PJM,"5,919","6,625",0,0,"12,544",0.6,1.4,0.0,0.0,2.1,"118,375","65,388",0,0,"183,763",0.4,0.7,0.0,0.0,1.1,711,403,0,0,"1,114",619,302,0,0,921,711,403,0,0,"1,114",619,302,0,0,921,20.000,9.900,0.000,0.000,
2018,19876,Virginia Electric & Power Co,VA,PJM,448,"77,896",0,0,"78,344",0.0,14.4,0.0,0.0,14.4,"6,269","821,920",0,0,"828,189",0.2,14.9,0.0,0.0,15.1,714,"12,891",0,0,"13,605",718,"5,578",0,0,"6,296",714,"12,891",0,0,"13,605",718,"5,578",0,0,"6,296",14.000,10.600,.,.,
2018,19883,City of Virginia - (MN),MN,MISO,160,"1,295",.,.,"1,455",0.0,0.3,.,.,0.3,"1,600","12,946",.,.,"14,546",0.0,0.3,.,.,0.3,9,57,.,.,65,43,28,.,.,70,9,57,.,.,65,43,28,.,.,70,10.000,10.000,10.000,10.000,www.vpuc.com
2018,19947,City of Wadena - (MN),MN,MISO,94,142,694,.,929,0.0,0.0,0.1,.,0.2,"1,188","1,800","8,788",.,"11,776",0.0,0.0,0.1,.,0.2,4,8,40,.,52,1,3,15,.,19,4,8,40,.,52,1,3,15,.,19,12.700,12.700,12.700,.,
2018,19981,Wake Electric Membership Corp,NC,CPLE,"5,696",.,.,.,"5,696",1.0,.,.,.,1.0,"6,796",.,.,.,"6,796",1.0,.,.,.,1.0,.,.,.,.,.,18,.,.,.,18,.,.,.,.,.,18,.,.,.,18,1.190,.,.,.,
2018,20038,Town of Wallingford - (CT),CT,ISNE,"1,140","2,382","1,558",0,"5,080",0.1,0.3,0.1,0.0,0.5,"13,805","31,208","20,356",0,"65,369",0.1,0.4,0.1,0.0,0.7,600,420,550,0,"1,569",55,35,46,0,137,600,420,550,0,"1,569",55,35,46,0,137,12.110,13.100,13.070,0.000,
2018,20136,City of Waseca - (MN),MN,MISO,239,295,.,.,534,0.0,0.1,.,.,0.1,"1,766","4,222",.,.,"5,988",0.0,0.1,.,.,0.1,37,20,.,.,57,39,20,.,.,59,37,20,.,.,57,39,20,.,.,59,7.400,14.300,.,.,www.MNCIPdata.com
2018,20169,Avista Corp,ID,AVA,"4,595","17,730","5,173",0,"27,498",0.8,3.1,0.9,0.0,4.8,"48,938","204,247","41,384",0,"294,569",0.8,3.1,0.9,0.0,4.8,"1,173","3,266",67,0,"4,506","6,206",572,12,0,"6,790","1,173","3,266",67,0,"4,506","6,206",572,12,0,"6,790",20.330,12.240,8.000,0.000,
2018,20169,Avista Corp,WA,AVA,"11,424","33,506",758,0,"45,688",2.0,5.9,0.1,0.0,8.0,"201,371","382,825","6,066",0,"590,262",2.0,5.9,0.1,0.0,8.0,"3,903","6,433",131,0,"10,467","2,769",385,6,0,"3,160","3,903","6,433",131,0,"10,467","2,769",385,6,0,"3,160",17.180,12.240,8.000,0.000,
2018,20187,Watertown Municipal Utilities,SD,SWPP,173,"1,069",840,0,"2,082",0.0,0.2,0.2,0.0,0.4,"2,869","13,267","10,424",0,"26,559",0.0,0.2,0.2,0.0,0.4,32,60,47,0,139,12,22,17,0,51,32,60,47,0,139,12,22,17,0,51,16.600,12.400,12.400,.,
2018,20214,Waverly Municipal Elec Utility,IA,MISO,79,407,.,.,486,0.0,0.1,.,.,0.2,"1,190","6,104",.,.,"7,294",0.0,0.1,.,.,0.2,11,16,.,.,27,386,386,.,.,771,11,16,.,.,27,386,386,.,.,771,15.000,15.000,.,.,
2018,20259,City of Webster City - (IA),IA,MISO,149,313,0,.,462,0.1,0.1,0.0,.,0.2,"3,052","3,161",0,.,"6,213",0.1,0.1,0.0,.,0.2,19,15,0,.,34,4,8,0,.,12,19,15,0,.,34,4,8,0,.,12,20.520,10.100,0.000,.,
2018,20387,West Penn Power Company,PA,PJM,"99,273","51,516","25,512",0,"176,302",12.6,6.6,2.9,0.0,22.2,"494,432","770,146","380,568",0,"1,645,146",12.6,6.6,2.9,0.0,22.2,"5,373","1,903","1,465",0,"8,742","7,248","1,494","1,011",0,"9,753","5,373","1,903","1,465",0,"8,742","7,248","1,494","1,011",0,"9,753",4.981,14.950,14.917,0.000,https://www.firstenergycorp.com/customer_choice/pennsylvania/pennsylvania_tariffs.html
2018,20401,West River Electric Assn Inc,SD,SWPP,0,0,.,.,0,0.0,0.5,.,.,0.6,2,58,.,.,59,0.0,0.4,.,.,0.5,132,13,.,.,145,.,.,.,.,.,132,13,.,.,145,.,.,.,.,.,23.000,14.000,.,.,"Website not available. In the event you need more data, please contact us. Thank you."
2018,20404,AEP Texas North Company,TX,ERCO,"3,496","9,223",0,0,"12,719",2.2,6.7,0.0,0.0,8.9,"65,396","133,456",0,0,"198,852",2.2,6.7,0.0,0.0,8.9,"1,354","1,430",0,0,"2,784",154,184,0,0,338,"1,354","1,430",0,0,"2,784",154,184,0,0,338,18.700,14.500,0.000,0.000,
2018,20477,City of Westerville - (OH),OH,PJM,.,"5,383",.,.,"5,383",.,0.9,.,.,0.9,.,"79,454",.,.,"79,454",.,0.9,.,.,0.9,.,519,.,.,519,.,.,.,.,.,.,519,.,.,519,.,.,.,.,.,.,14.800,.,.,www.westerville.org/BusinessWISE
2018,20481,City of Westfield - (MA),MA,ISNE,86,454,177,0,717,0.0,0.0,0.0,0.0,0.1,"1,082","7,177","2,660",0,"10,920",0.0,0.0,0.0,0.0,0.1,38,99,19,0,156,15,82,16,0,113,38,99,19,0,156,15,82,16,0,113,12.676,15.820,15.000,0.000,https://www.wgeld.org/pages/commercial/ways-to-save/
2018,20509,Wheat Belt Public Power Dist,NE,WACM,15,190,0,0,205,0.0,0.1,0.0,0.0,0.1,242,"2,571",0,0,"2,813",0.0,0.1,0.0,0.0,0.1,8,12,0,0,20,0,0,0,0,0,8,12,0,0,20,0,0,0,0,0,13.820,16.000,0.000,0.000,wheatbelt.com
2018,20521,Wheeling Power Co,WV,PJM,727,"1,093",274,0,"2,094",0.2,0.2,0.1,0.0,0.5,"5,729","16,316","4,077",0,"26,122",0.2,0.2,0.1,0.0,0.5,90,80,20,0,190,216,56,14,0,286,90,80,20,0,190,216,56,14,0,286,7.900,14.900,14.900,0.000,
2018,20639,"Wild Rice Electric Coop, Inc",MN,MISO,"1,341",335,.,.,"1,676",0.2,0.0,.,.,0.2,"13,410","3,352",.,.,"16,762",0.1,0.0,.,.,0.2,204,51,.,.,255,20,5,.,.,25,698,413,.,.,"1,111",987,247,.,.,"1,234",16.730,11.230,.,.,
2018,20806,City of Windom,MN,MISO,38,226,325,.,590,0.0,0.1,0.0,.,0.1,554,"2,715",325,.,"3,594",0.0,0.1,0.0,.,0.1,6,44,11,.,61,3,12,18,.,33,124,531,11,.,666,48,140,18,.,207,14.480,12.000,1.000,.,
2018,20823,Winner Municipal Utility,SD,SWPP,8,53,.,.,61,0.0,0.0,.,.,0.0,135,672,.,.,806,0.0,0.0,.,.,0.0,1,5,.,.,6,0,2,.,.,2,1,5,.,.,6,0,2,.,.,2,16.400,12.700,.,.,
2018,20841,"Wiregrass Electric Coop, Inc",AL,AEC,162,.,.,.,162,0.2,.,.,.,0.2,"2,425",.,.,.,"2,425",0.2,.,.,.,0.2,44,.,.,.,44,0,.,.,.,0,208,.,.,.,208,0,.,.,.,0,10.000,.,.,.,
2018,20858,WPPI Energy,WI,MISO,"1,722","2,389",648,0,"4,759",0.3,0.3,0.1,0.0,0.7,"12,054","28,668","7,776",0,"48,498",0.3,0.3,0.1,0.0,0.7,945,696,144,0,"1,785",567,"1,135",568,0,"2,270",945,696,144,0,"1,785",567,"1,135",568,0,"2,270",7.000,12.000,12.000,0.000,
2018,20885,Withlacoochee River Elec Coop,FL,SEC,"3,424",0,0,0,"3,424",0.8,0.0,0.0,0.0,0.8,"3,600",0,0,0,"3,600",0.8,0.0,0.0,0.0,0.8,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1.051,0.000,0.000,0.000,
2018,20963,Woodruff Electric Coop Corp,AR,MISO,.,.,.,.,.,.,.,4.0,.,4.0,.,.,.,.,.,.,.,4.0,.,4.0,.,.,20,.,20,.,.,.,.,.,.,.,20,.,20,.,.,.,.,.,.,.,.,.,
2018,20997,Yellowstone Valley Elec Co-op,MT,WAUW,345,.,.,.,345,1.0,.,.,.,1.0,345,.,.,.,345,1.0,.,.,.,1.0,10,.,.,.,10,24,.,.,.,24,5,.,.,.,5,40,.,.,.,40,1.000,.,.,.,
2018,21002,York Electric Coop Inc,SC,DUK,.,.,463,.,463,.,.,0.1,.,0.1,.,.,"6,946",.,"6,946",.,.,0.1,.,0.1,.,.,24,.,24,.,.,.,.,.,.,.,24,.,24,.,.,.,.,.,.,.,15.000,.,
2018,21013,City of Worthington - (MN),MN,MISO,95,486,594,.,"1,175",0.0,0.1,0.1,.,0.2,"1,511","6,205","7,584",.,"15,300",0.0,0.1,0.1,.,0.2,23,17,20,.,60,8,6,8,.,22,23,17,20,.,60,8,6,8,.,22,15.900,12.800,12.800,.,
2018,21048,Wyandotte Municipal Serv Comm,MI,MISO,206,676,.,.,882,0.0,0.1,.,.,0.1,"2,060","7,230",.,.,"9,290",0.0,0.0,.,.,0.1,16,30,.,.,46,0,29,.,.,29,16,30,.,.,46,0,29,.,.,29,10.000,10.690,.,.,
2018,21075,Y-W Electric Assn Inc,CO,WACM,24,"7,051",471,.,"7,546",0.1,2.1,0.5,.,2.7,360,"105,765","7,065",.,"113,190",0.1,2.1,0.5,.,2.7,15,3,20,.,38,.,.,.,.,.,15,3,20,.,38,.,.,.,.,.,15.000,15.000,15.000,.,
2018,21111,Perennial Public Power Dist,NE,SWPP,88,313,299,.,700,0.0,0.0,0.0,.,0.1,"1,507","3,463","2,993",.,"7,964",0.0,0.0,0.0,.,0.1,14,13,26,.,53,.,.,.,.,.,25,15,24,.,64,.,.,.,.,.,17.170,11.050,10.000,.,
2018,21158,City of Zeeland - (MI),MI,MISO,361,"3,178",.,.,"3,539",0.0,0.4,.,.,0.4,"4,566","37,222",.,.,"41,788",0.0,0.2,.,.,0.3,53,203,.,.,256,17,139,.,.,156,53,203,.,.,256,17,139,.,.,156,12.640,11.710,.,.,
2018,21352,Municipal Energy Agency of NE,CO,WACM,.,204,.,.,204,.,0.1,.,.,0.1,.,204,.,.,204,.,0.0,.,.,0.0,.,13,.,.,13,.,.,.,.,.,.,13,.,.,13,.,.,.,.,.,.,1.000,.,.,
2018,21352,Municipal Energy Agency of NE,IA,MISO,.,154,.,.,154,.,0.1,.,.,0.1,.,596,.,.,596,.,0.0,.,.,0.0,.,11,.,.,11,.,.,.,.,.,.,21,.,.,21,.,.,.,.,.,.,10.000,.,.,
2018,21352,Municipal Energy Agency of NE,NE,SWPP,.,654,.,.,654,.,0.2,.,.,0.2,.,"1,129",.,.,"1,129",.,0.0,.,.,0.0,.,84,.,.,84,.,.,.,.,.,.,172,.,.,172,.,.,.,.,.,.,10.000,.,.,
2018,21352,Municipal Energy Agency of NE,WY,WACM,.,44,.,.,44,.,0.0,.,.,0.0,.,44,.,.,44,.,0.0,.,.,0.0,.,7,.,.,7,.,.,.,.,.,.,7,.,.,7,.,.,.,.,.,.,1.000,.,.,
2018,21538,"Mohave Electric Cooperative, I",AZ,WALC,869,.,.,.,869,0.3,.,.,.,0.3,"6,156",.,.,.,"6,156",0.3,.,.,.,0.3,45,.,.,.,45,118,.,.,.,118,45,.,.,.,45,118,.,.,.,118,7.090,.,.,.,
2018,21632,EnergyUnited Elec Member Corp,NC,DUK,28,134,.,.,161,6.9,9.8,.,.,16.6,91,260,.,.,351,5.1,7.3,.,.,12.4,2,3,.,.,5,.,.,.,.,.,9,12,.,.,21,.,.,.,.,.,19.000,7.000,.,.,
2018,22053,Kentucky Power Co,KY,PJM,300,"2,764",0,0,"3,064",0.0,0.6,0.0,0.0,0.6,"4,222","34,415",0,0,"38,637",0.0,0.6,0.0,0.0,0.6,264,627,0,0,891,159,118,0,0,277,264,627,0,0,891,159,118,0,0,277,14.100,12.500,0.000,0.000,
2018,24211,Tucson Electric Power Co,AZ,TEPC,"68,714","12,591","25,228",.,"106,533",13.8,1.2,4.5,.,19.5,"1,124,351","186,078","400,712",.,"1,711,141",13.8,1.2,4.5,.,19.5,"4,333",854,"1,710",.,"6,897","3,036",442,887,.,"4,365","4,333",854,"1,710",.,"6,897","3,036",442,887,.,"4,365",16.400,14.800,15.900,.,
2018,24431,Utah Municipal Power Agency,UT,PACE,333,725,.,.,"1,057",0.2,0.1,.,.,0.3,"4,591","21,017",.,.,"25,608",0.3,0.2,.,.,0.5,119,0,.,.,119,108,938,.,.,"1,046",119,0,.,.,119,108,938,.,.,"1,046",13.800,29.000,.,.,"Note: Cities reported for - Levan Town, Manti City, Nephi City, Salem City, Spansih Fork City, and Provo City.  Line 4 Res 5% growth, and Comm 3%"
2018,24558,City of Escanaba,MI,MISO,120,"1,383",.,.,"1,503",0.0,0.3,.,.,0.3,"1,440","16,596",.,.,"18,036",0.0,0.3,.,.,0.3,49,132,.,.,181,13,20,.,.,33,49,132,.,.,181,13,20,.,.,33,12.000,12.000,.,.,
2018,24590,Unitil Energy Systems,NH,ISNE,"2,410","4,836","2,072",.,"9,318",0.3,0.6,0.3,.,1.2,"17,552","64,583","27,678",.,"109,813",0.3,0.6,0.3,.,1.2,744,852,365,.,"1,961",433,"1,006",431,.,"1,871",744,852,365,.,"1,961",433,"1,006",431,.,"1,871",7.280,13.350,13.350,.,http://www.puc.nh.gov/Electric/coreenergyefficiencyprograms.htm
2018,24949,Cass County Elec Coop Inc,ND,MISO,15,.,.,.,15,0.3,.,.,.,0.3,174,.,.,.,174,0.3,.,.,.,0.3,6,.,.,.,6,6,.,.,.,6,6,.,.,.,6,6,.,.,.,6,12.000,.,.,.,Not provided on our website.
2018,26510,Liberty Utilities (Granite State Electri,NH,ISNE,"1,634","3,550","2,176",.,"7,359",0.1,0.2,0.1,.,0.4,"13,550","39,586","24,262",.,"77,399",1.6,6.8,4.2,.,12.7,997,"1,176",191,.,"2,364",340,459,75,.,874,997,"1,176",191,.,"2,364",340,459,75,.,874,6.036,13.682,13.793,.,http://www.puc.state.nh.us/
2018,26916,"Ravalli County Elec Coop, Inc",MT,NWMT,543,205,.,.,748,0.1,0.0,.,.,0.2,"8,568","2,456",.,.,"11,024",0.1,0.0,.,.,0.1,261,25,.,.,286,.,.,.,.,.,"3,696",268,.,.,"3,964",.,.,.,.,.,23.860,12.000,.,.,
2018,26934,"Red Lake Electric Coop, Inc",MN,MISO,342,0,.,.,342,0.0,0.0,.,.,0.0,372,0,.,.,372,0.0,0.0,.,.,0.0,33,0,.,.,33,.,.,.,.,.,33,0,.,.,33,.,.,.,.,.,17.400,.,.,.,
2018,26939,Red River Valley Coop Pwr Assn,MN,MISO,458,"1,189",.,.,"1,647",0.0,0.2,.,.,0.2,"4,580","11,890",.,.,"16,470",0.0,0.2,.,.,0.2,45,82,.,.,127,18,3,.,.,21,45,82,.,.,127,18,3,.,.,21,10.000,10.000,.,.,https://www.rrvcoop.com/programs
2018,27599,Carroll-White REMC,IN,MISO,396,.,.,.,396,0.2,.,.,.,0.2,"3,960",.,.,.,"3,960",0.2,.,.,.,0.2,14,.,.,.,14,.,.,.,.,.,14,.,.,.,14,.,.,.,.,.,10.000,.,.,.,
2018,28541,Clatskanie Peoples Util Dist,OR,BPAT,203,322,0,0,525,0.0,0.1,0.0,0.0,0.1,"3,318","3,994",0,0,"7,311",0.0,0.1,0.0,0.0,0.1,121,70,0,0,191,37,58,0,0,95,121,70,0,0,191,37,58,0,0,95,16.375,12.398,0.000,0.000,
2018,28604,Kerrville Public Utility Board,TX,ERCO,651,4,.,.,656,0.1,0.0,.,.,0.1,"9,768",66,.,.,"9,834",0.1,0.0,.,.,0.1,.,.,.,.,.,150,4,.,.,154,.,.,.,.,.,150,4,.,.,154,15.000,15.000,.,.,
2018,30518,Electrical Dist No3 Pinal County,AZ,WALC,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"2,359",.,.,.,"2,359",.,.,.,.,.,"2,359",.,.,.,"2,359",.,.,.,.,
2018,38084,Great Lakes Energy Coop,MI,MISO,"8,057","5,826",.,.,"13,883",2.8,2.9,.,.,5.7,"101,434","53,595",.,.,"155,029",2.6,2.8,.,.,5.4,"1,439",383,.,.,"1,822","1,215",546,.,.,"1,761","1,439",383,.,.,"1,822","1,215",546,.,.,"1,761",12.590,9.200,.,.,
