|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Residential|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Commercial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Industrial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Transportation|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Total|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Residential|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Commercial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Industrial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Transportation|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Total|,|Incremental Life Cycle Savings.Energy Savings (MWh).Residential|,|Incremental Life Cycle Savings.Energy Savings (MWh).Commercial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Industrial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Transportation|,|Incremental Life Cycle Savings.Energy Savings (MWh).Total|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Residential|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Commercial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Industrial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Transportation|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Total|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Total|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Total|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Total|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Total|,|Weighted Average Life.(Years).Residential|,|Weighted Average Life.(Years).Commercial|,|Weighted Average Life.(Years).Industrial|,|Weighted Average Life.(Years).Transportation|,|..Website|
2022,16572,Salt River Project,AZ,SRP,"454,666","171,135",.,.,"625,801",117.0,36.0,.,.,153.0,"2,717,948","2,787,609",.,.,"5,505,557",117.0,36.0,.,.,153.0,"14,887","11,353",.,.,"26,240","8,255","7,029",.,.,"15,284","14,887","11,353",.,.,"26,240","8,255","7,029",.,.,"15,284",5.980,16.290,.,.,
2022,16603,"San Luis Valley R E C, Inc",CO,WACM,17,.,118,.,135,0.0,.,0.0,.,0.0,238,.,"1,421",.,"1,659",0.0,.,0.0,.,0.0,11,.,16,.,27,.,.,.,.,.,11,.,16,.,27,.,.,.,.,.,17.840,.,16.140,.,
2022,16604,City of San Antonio - (TX),TX,ERCO,"46,647","106,190",.,.,"152,837",11.1,24.6,.,.,35.7,"604,594","1,121,291",.,.,"1,725,885",11.1,24.6,.,.,35.7,"17,983","12,907",.,.,"30,890","1,043",362,.,.,"1,406","17,983","12,907",.,.,"30,890","1,043",362,.,.,"1,406",14.870,10.560,.,.,
2022,16606,"Santee Electric Coop, Inc",SC,SC,248,.,.,.,248,.,.,.,.,.,"2,979",.,.,.,"2,979",.,.,.,.,.,.,.,.,.,.,14,.,.,.,14,.,.,.,.,.,173,.,.,.,173,12.000,.,.,.,
2022,16609,San Diego Gas & Electric Co,CA,CISO,"325,015","207,760","21,869",0,"554,644",50.6,38.5,3.8,0.0,92.8,"3,142,459","2,768,116","355,368",0,"6,265,942",29.8,22.8,2.2,0.0,54.8,"4,027","4,414",133,0,"8,574","13,043","14,294",430,0,"27,767","4,027","4,414",133,0,"8,574","13,043","14,294",430,0,"27,767",9.669,13.324,16.250,0.000,
2022,16612,City & County of San Francisco,CA,CISO,.,"8,811",.,.,"8,811",.,1.4,.,.,1.4,.,"132,170",.,.,"132,170",.,1.4,.,.,1.4,.,"1,372",.,.,"1,372",.,"3,375",.,.,"3,375",.,"1,372",.,.,"1,372",.,"3,375",.,.,"3,375",.,15.000,.,.,
2022,16622,"San Miguel Power Assn, Inc",CO,WACM,137,126,.,.,264,0.1,0.0,.,.,0.1,"2,078","1,514",.,.,"3,592",0.1,0.0,.,.,0.1,45,1,.,.,46,.,.,.,.,.,45,1,.,.,46,.,.,.,.,.,15.060,12.000,.,.,
2022,16655,City of Santa Clara - (CA),CA,CISO,12,"23,122",0,.,"23,134",0.0,1.4,0.0,.,1.4,129,"323,527",0,.,"323,656",0.0,1.1,0.0,.,1.1,5,"2,226",0,.,"2,231",132,"2,315",0,.,"2,447",5,"2,226",0,.,"2,231",132,"2,315",0,.,"2,447",9.861,14.586,0.000,.,"This data is based on fiscal year (2021-2022), not calendar year, as that is how we track and report on our programs"
2022,16674,Satilla Rural Elec Member Corporation,GA,SOCO,11,.,.,.,11,0.1,.,.,.,0.1,"1,120",.,.,.,"1,120",0.1,.,.,.,0.1,1,.,.,.,1,4,.,.,.,4,37,.,.,.,37,47,.,.,.,47,10.000,.,.,.,
2022,16740,Scenic Rivers Energy Coop,WI,MISO,900,14,60,0,974,0.1,0.0,0.0,0.0,0.1,"12,896",209,879,0,"13,984",0.1,0.0,0.0,0.0,0.1,63,1,1,0,64,55,1,3,0,59,63,1,1,0,64,55,1,3,0,59,14.328,14.927,14.650,0.000,
2022,16865,Sawnee Electric Membership Corporation,GA,SOCO,"1,032",48,0,0,"1,080",1.0,11.8,0.0,0.0,12.8,"11,074",163,0,0,"11,237",1.0,11.8,0.0,0.0,12.8,81,1,0,0,81,91,1,0,0,92,81,1,0,0,81,91,1,0,0,92,7.170,15.000,0.000,0.000,
2022,16868,City of Seattle - (WA),WA,SCL,"16,534","32,729","2,317",.,"51,580",2.9,6.0,0.4,.,9.4,"127,711","393,630","25,788",.,"547,130",2.1,4.9,0.4,.,7.5,"3,672","5,584",469,.,"9,725","4,385","11,363",246,.,"15,994","3,672","5,584",469,.,"9,725","4,385","11,363",246,.,"15,994",7.724,12.027,11.129,.,
2022,16971,Shakopee Public Utilities Comm,MN,MISO,"1,470",27,"5,460",.,"6,957",0.9,0.0,1.3,.,2.2,"12,753",215,"43,683",.,"56,651",0.9,0.0,1.3,.,2.2,321,2,370,.,693,91,0,74,.,166,321,2,370,.,693,91,.,74,.,166,8.680,8.000,8.000,.,
2022,17166,Sierra Pacific Power Co,NV,NEVP,"11,882","25,625",.,.,"37,507",3.2,3.9,.,.,7.1,"21,622","320,880",.,.,"342,502",3.2,3.9,.,.,7.1,747,"1,479",.,.,"2,226","2,236","1,750",.,.,"3,986",747,"1,479",.,.,"2,226","2,236","1,750",.,.,"3,986",1.800,12.500,.,.,puc.nv.gov/utilities/electric
2022,17252,Singing River Elec Cooperative,MS,MISO,567,.,.,.,567,0.3,.,.,.,0.3,"9,582",.,.,.,"9,582",0.3,.,.,.,0.3,108,.,.,.,108,199,.,.,.,199,108,.,.,.,108,199,.,.,.,199,16.900,.,.,.,
2022,17267,Sioux Valley SW Elec Coop,MN,SWPP,118,51,.,.,169,0.0,0.0,.,.,0.0,"2,551",924,.,.,"3,475",0.0,0.0,.,.,0.0,17,1,.,.,19,0,0,.,.,0,92,1,.,.,93,0,0,.,.,0,15.000,22.000,.,.,
2022,17267,Sioux Valley SW Elec Coop,SD,SWPP,"1,061",348,.,.,"1,409",0.2,0.0,.,.,0.2,"23,095","6,776",.,.,"29,871",0.2,0.0,.,.,0.2,223,13,.,.,236,.,.,.,.,.,746,13,.,.,758,.,.,.,.,.,15.000,22.000,.,.,
2022,17470,PUD 1 of Snohomish County,WA,BPAT,"7,910","14,911","26,069",.,"48,890",1.7,3.3,5.7,.,10.8,"93,472","160,069","261,842",.,"515,382",1.1,2.2,3.9,.,7.1,"4,741","3,784","3,277",.,"11,802","1,440","1,149",995,.,"3,585","4,741","3,784","3,277",.,"11,802","1,440","1,149",995,.,"3,585",12.255,11.133,10.417,.,https://www.snopud.com/community-environment/clean-energy/renewable-power/eia-compliance/?hilite=eia 
2022,17539,"Dominion Energy South Carolina, Inc",SC,SCEG,"33,361","65,156","8,558",0,"107,075",8.6,14.8,1.9,0.0,25.3,"353,626","781,872","111,254",0,"1,246,752",8.0,5.0,0.7,0.0,13.7,"10,403","5,882",773,0,"17,058","3,769","4,749",624,0,"9,142","10,403","5,882",773,0,"17,058","3,769","4,749",624,0,"9,142",10.600,12.000,13.000,0.000,https://dms.psc.sc.gov/Web/Matters/Detail/307758 
2022,17543,South Carolina Public Service Authority,SC,SC,"5,771","5,124",.,.,"10,895",0.8,1.2,.,.,2.0,"53,048","66,066",.,.,"119,113",0.8,1.2,.,.,2.0,748,550,.,.,"1,298",458,521,.,.,979,748,550,.,.,"1,298",458,521,.,.,979,19.313,12.893,.,.,
2022,17572,South River Elec Member Corp,NC,CPLE,603,.,.,.,603,0.3,.,.,.,0.3,"14,551",.,.,.,"14,551",0.3,.,.,.,0.3,77,.,.,.,77,.,.,.,.,.,146,.,.,.,146,.,.,.,.,.,16.500,.,.,.,
2022,17599,Southeastern Indiana R E M C,IN,MISO,351,15,.,.,366,0.6,0.0,.,.,0.6,"15,267","4,414",.,.,"19,681",0.5,0.0,.,.,0.5,29,8,.,.,36,20,0,.,.,20,970,30,.,.,"1,000",237,1,.,.,238,15.590,2.000,.,.,
2022,17609,Southern California Edison Co,CA,CISO,"127,920","51,115","5,332",.,"184,367",28.0,6.0,1.0,.,35.0,"268,736","328,692","29,041",.,"626,469",28.0,6.0,1.0,.,35.0,"11,375","8,069",113,.,"19,557","18,850","75,578","4,101",.,"98,529","11,375","8,069",113,.,"19,557","18,850","75,578","4,101",.,"98,529",2.100,6.430,5.450,.,https://cedars.sound-data.com/
2022,17612,Bear Valley Electric Service,CA,CISO,9,.,.,.,9,0.0,.,.,.,0.0,149,.,.,.,149,0.0,.,.,.,0.0,25,.,.,.,25,16,.,.,.,16,25,.,.,.,25,18,.,.,.,18,13.000,.,.,.,
2022,17633,Southern Indiana Gas & Elec Co,IN,MISO,"14,279","11,997","5,646",0,"31,922",3.8,2.0,1.0,0.0,6.8,"177,547","171,740","80,819",0,"430,106",4.4,2.1,1.0,0.0,7.5,"1,298","1,389",654,0,"3,341","2,941",863,406,0,"4,210","1,298","1,389",654,0,"3,341","2,941",863,406,0,"4,210",11.200,14.400,14.400,0.000,
2022,17637,Southern Maryland Elec Coop Inc,MD,PJM,"57,349","16,987",.,.,"74,336",26.5,2.5,.,.,29.0,"310,855","207,535",.,.,"518,390",26.5,2.5,.,.,29.0,"10,305","5,391",.,.,"15,696","7,000","2,547",.,.,"9,547","10,305","5,391",.,.,"15,696","37,800","32,092",.,.,"69,892",5.400,12.600,.,.,
2022,17642,Southern Public Power District,NE,SWPP,442,314,174,0,929,0.1,0.1,0.0,0.0,0.2,"7,412","3,411","1,616",0,"12,439",0.1,0.1,0.0,0.0,0.2,130,17,10,0,157,26,12,9,0,47,130,17,10,0,157,26,12,9,0,47,16.787,10.864,9.311,0.000,
2022,17647,Southern Pine Electric Cooperative,MS,MISO,458,0,0,0,458,0.2,0.0,0.0,0.0,0.2,"8,117",0,.,0,"8,117",0.2,0.0,.,0.0,0.2,80,0,0,0,80,0,0,0,0,0,80,0,0,0,80,0,0,0,0,0,17.730,.,.,.,
2022,17698,Southwestern Electric Power Co,AR,SWPP,"17,606","22,895",.,.,"40,501",3.9,10.7,.,.,14.6,"228,229","315,100",.,.,"543,329",3.9,10.7,.,.,14.6,"3,469","2,389",.,.,"5,858","2,145","2,154",.,.,"4,299","3,469","2,389",.,.,"5,858","2,145","2,154",.,.,"4,299",13.000,13.800,.,.,
2022,17698,Southwestern Electric Power Co,LA,SWPP,"7,516","7,122",.,.,"14,638",2.7,2.0,.,.,4.6,"134,695","105,232",.,.,"239,927",2.7,2.0,.,.,4.6,"1,962","1,032",.,.,"2,993",542,212,.,.,754,"1,962","1,032",.,.,"2,993",542,212,.,.,754,17.900,14.800,.,.,
2022,17698,Southwestern Electric Power Co,TX,SWPP,"4,546","9,844",.,.,"14,390",2.2,7.7,.,.,9.9,"87,721","144,990",.,.,"232,711",2.2,7.7,.,.,9.9,"1,829","1,415",.,.,"3,244",329,266,.,.,595,"1,829","1,415",.,.,"3,244",329,266,.,.,595,19.300,14.700,.,.,
2022,17718,Southwestern Public Service Co,NM,SWPP,"28,793","4,679","41,971",.,"75,442",4.3,1.1,2.7,.,8.1,"468,947","79,401","659,528",.,"1,207,876",4.3,1.1,2.7,.,8.1,"2,802",633,"2,972",.,"6,406","2,330","1,576","4,452",.,"8,358","2,802",633,"2,972",.,"6,406","2,330","1,576","4,452",.,"8,358",16.287,16.971,15.714,.,
2022,17718,Southwestern Public Service Co,TX,SWPP,"12,584","6,295",.,.,"18,879",3.9,1.3,.,.,5.2,"158,406","84,245",.,.,"242,651",3.9,1.3,.,.,5.2,"1,993","1,128",.,.,"3,121",272,142,.,.,414,"1,993","1,128",.,.,"3,121",272,142,.,.,414,12.587,13.383,.,.,
2022,17828,City of Springfield - (IL),IL,MISO,494,"1,351",.,.,"1,845",0.4,0.4,.,.,0.8,"6,060","5,671",.,.,"11,731",0.4,0.4,.,.,0.7,90,2,.,.,92,92,52,.,.,144,90,2,.,.,92,92,52,.,.,144,12.462,15.000,.,.,
2022,17832,Snapping Shoals El Member Corp,GA,SOCO,"16,454","2,760","2,189",.,"21,402",4.0,0.8,0.6,.,5.4,"237,555","35,326","60,133",.,"333,014",3.8,0.7,0.6,.,5.1,45,2,1,.,48,81,3,1,.,85,"2,820",13,9,.,"2,843","3,597",226,169,.,"3,993",25.000,25.000,25.000,.,
2022,17833,City Utilities of Springfield - (MO),MO,SWPP,"1,308","2,494",0,0,"3,802",0.2,0.7,0.0,0.0,1.0,"18,437","24,941",0,0,"43,378",0.1,0.7,0.0,0.0,0.9,457,136,0,0,593,0,0,0,0,0,457,136,0,0,593,46,0,0,0,46,13.000,10.000,0.000,0.000,"https://www.cityutilities.net/save  1) Our savings increased almost doubled for residential over last year.  This is due to the Insulation Promotional Rebate and the Low-Income Insulation Program we offered in Winter of 2022.   Also, we added a Furnace Tune Up Rebate in Fall of 2022 for our residential customers.  All three of these programs were very popular.   2) Our cost of MWh for Residential is still high.  We offer rebates that save on electric and gas (because we are also a gas utility) and our costs are usually higher when the customer is saving both electric and gas from the same rebate (insulation, smart thermostat for example)."
2022,17839,City of Springfield - (OR),OR,BPAT,907,"2,311",.,.,"3,218",0.3,0.4,.,.,0.7,"15,005","30,180",.,.,"45,185",0.3,0.4,.,.,0.7,454,189,.,.,643,100,256,.,.,356,454,189,.,.,643,100,256,.,.,356,16.540,13.060,.,.,
2022,18252,City of Sturgis,MI,PJM,431,"1,473",.,.,"1,904",0.0,0.3,.,.,0.3,"1,345","8,367",.,.,"9,712",0.0,0.1,.,.,0.1,58,27,.,.,85,39,56,.,.,95,58,27,.,.,85,39,56,.,.,95,2.130,16.130,.,.,sturgismi.gov
2022,18280,Sulphur Springs Valley E C Inc,AZ,WALC,82,0,"2,327",0,"2,409",2.5,0.0,23.0,0.0,25.5,822,0,"23,266",0,"24,089",0.9,0.7,15.9,0.0,17.5,29,0,0,0,29,3,0,144,0,147,29,0,0,0,29,3,0,144,0,147,10.000,0.000,10.000,10.000,
2022,18304,"Sumter Electric Coop, Inc",FL,SEC,15,.,.,.,15,0.0,.,.,.,0.0,308,.,.,.,308,0.0,.,.,.,0.0,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,20.000,.,.,.,
2022,18339,Surry-Yadkin Elec Member Corp,NC,DUK,147,.,.,.,147,2.5,.,.,.,2.5,"44,102",.,.,.,"44,102",2.5,.,.,.,2.5,19,.,.,.,19,0,.,.,.,0,194,.,.,.,194,921,.,.,.,921,17.290,.,.,.,
2022,18360,Suwannee Valley Elec Coop Inc,FL,SEC,255,.,.,.,255,.,.,.,.,.,"3,153",.,.,.,"3,153",.,.,.,.,.,.,.,.,.,.,111,.,.,.,111,.,.,.,.,.,111,.,.,.,111,12.367,.,.,.,
2022,18429,City of Tacoma - (WA),WA,TPWR,"3,060","7,908","19,011",0,"29,979",0.0,0.0,0.0,0.0,0.0,"46,336","91,580","38,327",0,"176,243",0.0,0.0,0.0,0.0,0.0,"1,145",950,"2,212",0,"4,307",777,314,733,0,"1,824","20,708","11,381","17,635",0,"49,724","14,067","3,768","5,839",0,"23,673",18.093,11.985,7.971,0.000,
2022,18445,City of Tallahassee - (FL),FL,TAL,"8,745",39,0,0,"8,784",1.2,0.0,0.0,0.0,1.2,"125,157",700,0,0,"125,858",1.2,0.0,0.0,0.0,1.2,"1,224",50,0,0,"1,274","1,151",68,0,0,"1,219","1,224",50,0,0,"1,274","1,151",68,0,0,"1,219",14.312,17.974,0.000,0.000,
2022,18449,"Talquin Electric Coop, Inc",FL,SEC,681,.,.,.,681,0.0,.,.,.,0.0,"4,566",.,.,.,"4,566",0.0,.,.,.,0.0,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,6.700,.,.,.,
2022,18454,Tampa Electric Co,FL,TEC,"28,420","44,544","4,949",.,"77,913",7.7,10.8,1.2,.,19.7,"565,300","372,500","41,400",.,"979,200",6.6,4.9,0.5,.,12.0,"2,845","28,502","3,167",.,"34,514","3,875","4,611",512,.,"8,998","2,845","28,502","3,167",.,"34,514","3,875","4,611",512,.,"8,998",20.000,20.000,20.000,.,https://www.floridapsc.com/pscfiles/website-files/PDF/Publications/Reports/ElectricGas/AnnualReport/2022.pdf
2022,18488,City of Taunton,MA,ISNE,321,.,.,.,321,0.2,.,.,.,0.2,321,.,.,.,321,0.2,.,.,.,0.2,131,.,.,.,131,0,.,.,.,0,131,.,.,.,131,0,.,.,.,0,1.000,.,.,.,
2022,18498,Taylor County Rural E C C,KY,PJM,8,.,.,.,8,0.4,.,.,.,0.4,192,.,.,.,192,0.4,.,.,.,0.4,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,22.800,.,.,.,
2022,18642,Tennessee Valley Authority,AL,TVA,886,"1,123",320,0,"2,329",0.1,0.1,0.1,0.0,0.3,"13,340","16,407","4,759",0,"34,506",0.1,0.1,0.1,0.0,0.3,0,415,10,0,425,"1,376",562,90,0,"2,028",0,415,10,0,425,"1,376",562,90,0,"2,028",15.000,15.000,15.000,0.000,
2022,18642,Tennessee Valley Authority,GA,TVA,369,87,0,0,456,0.0,0.0,0.0,0.0,0.0,"5,956","1,280",0,0,"7,236",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,589,38,5,0,632,0,0,0,0,0,589,38,5,0,632,16.000,15.000,0.000,0.000,
2022,18642,Tennessee Valley Authority,KY,TVA,371,88,0,0,459,0.1,0.0,0.0,0.0,0.1,"5,250","1,291",0,0,"6,541",0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,757,38,5,0,800,0,0,0,0,0,757,38,5,0,800,14.000,15.000,0.000,0.000,
2022,18642,Tennessee Valley Authority,MS,TVA,385,"2,131",667,0,"3,183",0.1,0.2,0.2,0.0,0.5,"5,517","31,041","9,909",0,"46,467",0.1,0.2,0.2,0.0,0.5,0,639,21,0,660,"1,091",789,174,0,"2,054",0,639,21,0,660,"1,091",789,174,0,"2,054",14.000,15.000,15.000,0.000,
2022,18642,Tennessee Valley Authority,NC,TVA,87,0,0,0,87,0.0,0.0,0.0,0.0,0.0,"1,427",0,0,0,"1,427",0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,96,0,0,0,96,0,0,0,0,0,96,0,0,0,96,16.000,0.000,0.000,0.000,
2022,18642,Tennessee Valley Authority,TN,TVA,"8,210","11,443","11,500",0,"31,153",2.1,1.1,1.2,0.0,4.4,"120,517","165,863","170,883",0,"457,263",2.1,1.1,1.2,0.0,4.4,1,"2,118",345,0,"2,464","19,938","2,683","1,506",0,"24,127",1,"2,118",345,0,"2,464","19,938","2,683","1,506",0,"24,127",15.000,14.000,15.000,0.000,
2022,18642,Tennessee Valley Authority,VA,TVA,12,28,0,0,40,0.0,0.0,0.0,0.0,0.0,152,407,0,0,559,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,4,3,2,0,9,0,1,0,0,1,4,3,2,0,9,13.000,14.000,0.000,0.000,
2022,18917,Tillamook Peoples Utility Dist,OR,BPAT,525,526,266,.,"1,317",0.1,0.1,0.0,.,0.2,"7,178","7,130","2,774",.,"17,083",0.1,0.1,0.0,.,0.2,230,127,39,.,397,.,.,.,.,.,230,127,39,.,397,.,.,.,.,.,13.660,13.570,10.430,.,
2022,18956,Tri-County Elec Member Corp (GA),GA,SOCO,41,0,0,0,41,0.1,0.0,0.0,0.0,0.1,41,0,0,0,41,0.1,0.0,0.0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5.000,0.000,0.000,0.000,
2022,18997,The Toledo Edison Co,OH,PJM,"1,109",0,0,0,"1,109",0.2,0.0,0.0,0.0,0.2,"9,618",0,0,0,"9,618",0.2,0.0,0.0,0.0,0.2,"1,254",0,0,0,"1,254",83,0,0,0,83,"1,254",0,0,0,"1,254",83,0,0,0,83,8.673,0.000,0.000,0.000,https://dis.puc.state.oh.us/
2022,19125,City of Traverse City - (MI),MI,MISO,453,"1,487",0,0,"1,941",0.2,0.9,0.0,0.0,1.0,"4,607","16,253",0,0,"20,861",0.2,0.9,0.0,0.0,1.0,41,107,0,0,148,21,21,0,0,42,41,107,0,0,148,21,21,0,0,42,10.167,10.927,0.000,0.000,
2022,19157,MiEnergy Cooperative,IA,MISO,"1,769",202,40,.,"2,010",0.2,0.3,0.0,.,0.5,"25,400","2,859",555,.,"28,815",0.2,0.3,0.0,.,0.5,143,6,0,.,150,10,1,0,.,11,143,6,0,.,150,10,1,0,.,11,14.362,14.174,13.865,.,
2022,19157,MiEnergy Cooperative,MN,MISO,"3,973",453,90,.,"4,517",0.4,0.6,0.0,.,1.1,"57,069","6,425","1,247",.,"64,740",0.4,0.6,0.0,.,1.1,321,14,1,.,337,23,3,0,.,26,321,14,1,.,337,23,3,0,.,26,14.362,14.174,13.865,.,
2022,19161,"Tri-County Electric Coop, Inc (FL)",FL,SEC,47,0,0,0,47,0.0,0.0,0.0,0.0,0.0,720,0,0,0,720,0.0,0.0,0.0,0.0,0.0,.,.,.,.,.,23,.,.,.,23,.,.,.,.,.,23,.,.,.,23,15.377,0.000,0.000,0.000,
2022,19189,Trico Electric Cooperative Inc,AZ,WALC,277,.,.,.,277,0.3,.,.,.,0.3,"1,264",.,.,.,"1,264",0.3,.,.,.,0.3,50,.,.,.,50,6,.,.,.,6,50,.,.,.,50,6,.,.,.,6,4.570,.,.,.,
2022,19281,Turlock Irrigation District,CA,TIDC,"1,074","1,015","3,182",0,"5,271",0.4,0.1,0.4,0.0,0.9,"14,405","16,237","50,914",0,"81,556",0.5,0.1,0.4,0.0,1.0,544,317,354,0,"1,215",166,155,222,0,543,544,317,354,0,"1,215",166,155,222,0,543,16.157,14.997,15.000,0.000,https://www.cmua.org/emv-reports 
2022,19325,Umatilla Electric Coop Assn,OR,BPAT,274,"4,099","8,186",0,"12,560",0.1,0.0,0.0,0.0,0.1,"2,884","38,493","49,166",0,"90,543",0.1,0.0,0.0,0.0,0.1,81,311,119,0,510,4,54,109,0,167,81,311,119,0,510,4,54,109,0,167,10.513,13.125,6.000,0.000,https://www.umatillaelectric.com/energy-efficiency/
2022,19390,"UGI Utilities, Inc",PA,PJM,"1,552",117,248,0,"1,917",0.1,0.0,0.0,0.0,0.2,"21,721","1,637","3,475",0,"26,833",0.1,0.0,0.0,0.0,0.2,247,14,3,0,264,304,117,179,0,601,247,14,3,0,264,304,117,179,0,601,14.000,14.000,14.000,0.000,
2022,19396,Tri-County Electric Coop (MI),MI,MISO,291,.,541,.,832,0.1,.,0.0,.,0.1,"2,796",.,"7,686",.,"10,482",0.1,.,0.1,.,0.2,81,.,26,.,107,192,.,87,.,279,81,.,26,.,107,192,.,87,.,279,12.590,.,9.200,.,
2022,19435,Union Electric Membership Corp - (NC),NC,DUK,"3,870",.,.,.,"3,870",.,.,.,.,.,"15,537",.,.,.,"15,537",.,.,.,.,.,467,.,.,.,467,0,.,.,.,0,467,.,.,.,467,0,.,.,.,0,16.000,.,.,.,
2022,19436,Union Electric Co - (MO),MO,MISO,"65,865","125,144","15,667",.,"206,676",38.3,43.1,2.8,.,84.3,"816,348","1,862,806","233,209",.,"2,912,363",19.9,31.3,2.1,.,53.3,"21,720","14,877","1,862",.,"38,459","16,909","12,148","1,521",.,"30,577","21,720","14,877","1,862",.,"38,459","16,909","12,148","1,521",.,"30,577",12.394,14.842,14.842,.,
2022,19446,Duke Energy Kentucky,KY,PJM,"6,291","4,274",.,.,"10,565",1.0,0.6,.,.,1.6,"57,084","55,419",.,.,"112,503",1.0,0.6,.,.,1.6,660,667,.,.,"1,327","1,190",447,.,.,"1,637",660,667,.,.,"1,327","1,190",447,.,.,"1,637",9.100,13.000,.,.,
2022,19490,United Electric Coop Service Inc - (TX),TX,ERCO,"21,961",464,.,.,"22,425",3.2,0.4,.,.,3.6,"263,878","5,774",.,.,"269,652",3.2,0.4,.,.,3.6,739,42,.,.,781,630,.,.,.,630,739,42,.,.,781,630,.,.,.,630,12.020,12.440,.,.,
2022,19497,United Illuminating Co,CT,ISNE,"18,657","26,895","4,746",0,"50,298",2.4,4.1,0.7,0.0,7.2,"169,652","244,227","43,099",0,"456,978",2.4,4.1,0.7,0.0,7.2,"11,455","7,682","1,356",0,"20,493","5,420","4,167",735,0,"10,322","11,455","7,682","1,356",0,"20,493","5,420","4,167",735,0,"10,322",9.093,9.081,9.081,0.000,
2022,19499,"United Power, Inc",CO,WACM,540,"3,354",0,0,"3,894",0.2,0.8,0.0,0.0,1.0,"7,967","42,542",0,0,"50,509",0.1,0.8,0.0,0.0,0.9,255,233,0,0,489,.,.,.,.,.,255,233,0,0,489,.,.,.,.,.,13.480,14.700,0.000,0.000,
2022,19545,"Black Hills Power, Inc.",SD,WACM,50,"2,339",.,.,"2,389",0.0,0.4,.,.,0.4,598,"34,293",.,.,"34,891",0.0,0.4,.,.,0.4,19,113,.,.,132,1,42,.,.,43,19,113,.,.,132,1,42,.,.,43,11.970,14.660,.,.,https://puc.sd.gov/commission/dockets/electric
2022,19578,Upper Peninsula Power Company,MI,MISO,"5,867","4,192","1,189",0,"11,248",0.4,2.2,0.6,0.0,3.2,"39,902","37,132","10,534",0,"87,568",0.4,2.2,0.6,0.0,3.2,251,279,79,0,609,"1,112",686,195,0,"1,993",251,279,79,0,609,"1,112",686,195,0,"1,993",6.800,8.860,8.860,0.000,
